option_id,option_name,option_class,displaces,duty,trl,trl_basis,key_constraints,uk_status,scope,provenance,confidence
onsite_solar_pv,Onsite solar PV (roof/ground) for site electricity,other,electricity,Decarbonises/reduces grid electricity purchase; pairs with electrified heat and NRMM charging; no process heat directly,,No numeric TRL located in sources reviewed; IEA describes solar PV among 'well established solar technologies'. (The IEA ETP Clean Energy Technology Guide rates PV but its interactive TRLs could not be programmatically verified - see challenges),Roof condition/area; export/grid connection agreements; only abates electricity (relevant where sites electrify); planning for ground-mount,Deployed widely on UK industrial roofs,cross_cutting,[IEA_SOLARPV] Qualitative maturity statement only; TRL null per rules,medium
oxyfuel_ccs,Oxyfuel combustion capture,ccs_ccu,,Combustion in O2/recycled flue gas giving capture-ready CO2-rich flue; kilns and boilers,5-7,IEA CCUS in Clean Energy Transitions (2020): oxy-fuelling 'currently at the large prototype or pre-demonstration stage (TRL 5 to 7)'; Islam & Patlolla (2025) also rate oxyfuel 'TRL 5 to 7',Air separation unit cost/energy; kiln/burner redesign and air-ingress sealing (retrofit-heavy); CO2 T&S dependence,"None; cement demos in EU (e.g. Heidelberg/CEMCAP lineage, catch4climate)",cross_cutting,[IEA_CCUS2020] Capture-technology TRL section; ISLAM2025 concurs,medium
paint_shop_heat_recovery,Paint shop oven and booth heat recovery / air recirculation,efficiency_heat_recovery,gas,"Heat recovery on paint cure-oven exhaust, spray-booth air recirculation and heat-wheel/runaround recovery on booth make-up air in vehicle paint shops",,Documented as commercial measures in the ENERGY STAR vehicle assembly guide; no formal TRL published,Fouling of heat exchangers by paint overspray/VOC condensates; recirculation limited by solvent concentration and humidity control; retrofit space,"Commercial; standard in modern OEM paint shops, retrofittable to older UK plants",sector_specific,[REF_ESTAR_VEHICLE] ENERGY STAR vehicle assembly guide details paint-shop oven and booth energy measures,high
pfc_point_of_use_abatement,Point-of-use F-gas abatement and gas optimisation,process_change,f_gases,POU plasma/burn-wet abatement and process gas optimisation for PFC/NF3/SF6 from etch and chamber clean,9,World Semiconductor Council best-practice guidance; POU abatement commercially deployed industry-wide,Addresses non-CO2 F-gases rather than energy CO2; fuel-fired combustion abatement adds gas use (electric plasma variants avoid this); capex per tool,Standard practice at UK fabs for new tools,sector_specific,[wsc_pfc_2012] WSC best practice guidance for PFC emission reduction,high
plasma_electric_cutting,Electric plasma cutting replacing oxy-fuel torch cutting,electrification,propane; acetylene; natural gas (cutting fuel),"Electric plasma arc (and laser for plate) cutting of steel in place of oxy-fuel gas torches for scrap sizing, ship dismantling and plate prep",9,Plasma cutting is mature commercial technology; industry technical comparisons (ESAB) define capability envelope vs oxy-fuel,"Practical thickness limit (~50-160 mm depending on system) — thick sections still need oxy-fuel; needs electrical supply at point of use, limiting hand-held field cutting on large scrap",Commercially available and widely used in UK fabrication; partial substitution potential at scrap yards and shipyards,sector_specific,[REF_ESAB] ESAB technical comparison of oxy-fuel vs plasma cutting capabilities,medium
plasma_torch_heating,Plasma torch process heating,electrification,gas; coal; oil,"Very high temperature heat (>1500C flame equivalents) for kilns, calcination, melting",7-9,"Agora Industry/Fraunhofer ISI (2024): plasma torches 'Technology readiness level 7-9' (small capacities established, clinker-burning applications need development); Svensson et al. (2021, Frontiers in Climate) describe plasma calcination of lime as 'a low TRL level' application while plasma is 'used in the metallurgical industry for melting, remelting and refining'",Electrode life and torch power limits; very high power density grid demand; integration into rotary kilns unproven at scale,None known for process heat; torch hardware commercially available,cross_cutting,[AGORA2024] TRL range is for torches; specific kiln/calcination integrations are lower (SVENSSON2021) - the two sources are combined in this range,medium
plug_in_electric_mobile_crushing_screening,Plug-in/grid-connected electric mobile crushers and screens,electrification,diesel,Mobile crushing and screening run from grid connection or renewable supply instead of onboard diesel,9,"Commercially available product ranges (e.g. Sandvik UJ443E jaw, QH443E cone, QA452e screen) with external grid connection option (Hub-4, 2026)",Site power supply and trailing cable management; genset fallback often still diesel/HVO; higher capex,Commercially available in UK; growing uptake at quarries and recycling sites,sector_specific,[REF_HUB4_2026] Article specifically on electric mobile crushing/screening for quarrying,high
post_combustion_amine_ccs,Post-combustion CO2 capture (amine/chemical absorption),ccs_ccu,,"Capture of flue-gas CO2 from boilers, kilns, furnaces, CHP; retrofit to existing combustion",9-11,"IEA CCUS in Clean Energy Transitions (2020): chemical absorption is the 'most advanced CO2 separation technique (TRL 9-11)' on the IEA 1-11 scale; Islam & Patlolla (2025, Energies): 'At TRL 9-11, amine-based chemical absorption represents the most advanced CO2 separation technique'",CO2 transport & storage network dependence (cluster sequencing); large steam demand for solvent regeneration; footprint for absorber/stripper; capture economics need policy support,"First-of-a-kind under construction: Heidelberg Materials Padeswood cement CCS (HyNet) took FID 25 Sep 2025, construction started Dec 2025 (MHI amine capture)",cross_cutting,[IEA_CCUS2020] Capture-technology TRL section; ISLAM2025 concurs; HEIDELBERG2025 for UK status,high
processless_ctp_plates,Process-free CTP printing plates,process_change,electricity; chemicals,"Eliminate plate processor energy, water and chemistry in platemaking",9,Commercial product (Kodak Sonora) in widespread global use,Small absolute site energy saving (processors are minor loads); plate cost; run-length limits for some grades,Widely used by UK newspaper and commercial printers,sector_specific,[kodak_processfree] Kodak publication on environmental benefits of process-free plates,high
quarry_floating_solar_storage,Quarry solar PV (incl. floating PV on lagoons) with battery storage,other,grid_electricity; diesel,Onsite generation on quarry land/silt lagoons plus storage to supply plant and charge electric mobile plant at remote sites,9,"400kW floating solar array operational at a Cheshire quarry (E&T, June 2026)",Water-level variation in active lagoons; planning; storage sizing for plant start loads; restoration plans,Operational UK example (Cheshire); ground-mount PV on quarry land increasingly common,sector_specific,[REF_EANDT26] UK quarry-specific floating solar deployment,high
recycled_cement_clinker_cec,Recycled cement paste as clinker (Cambridge Electric Cement / Cement 2 Zero),process_change,process_co2; kiln_fuel,Reactivate hydrated cement from demolition waste as slag/clinker substitute in steel EAFs,,No numeric TRL located; UKRI-funded Cement 2 Zero demonstration producing trial batches via Materials Processing Institute EAF,Coupled to EAF steelmaking capacity and slag chemistry; supply chain for demolition cement fines; early-stage scale-up; product standardisation,UK-invented; Cement 2 Zero £6.5m industrial trial programme underway,sector_specific,[R_CEC] University of Cambridge cement recycling story; Cement 2 Zero project page (R_C2Z),medium
refinery_low_carbon_hydrogen_fuel_switch,Refinery fuel switch to low-carbon (blue) hydrogen,hydrogen,refinery_fuel_gas,"Fire refinery heaters, furnaces and boilers on low-carbon hydrogen from cluster supply",,"No published TRL; first hydrogen-ready furnace commissioned at Stanlow (2025), full H2 firing awaits EET HPP1 blue hydrogen plant (HyNet)",Dependent on HyNet H2 production/pipeline timing; burner and furnace conversion; NOx management,UK-leading: EET Fuels Stanlow hydrogen-ready furnace operating on fuel gas; HPP1 government-backed,sector_specific,[eet_furnace_2025] EET Fuels announcement of hydrogen-ready furnace at Stanlow,medium
refinery_process_heater_electrification,Refinery process heater electrification,electrification,refinery_fuel_gas,"Replace fired process heaters (crude, vacuum, reformer, hydrotreater feed) with electric resistance/impedance heaters",,"No formal published TRL located; small electric process heaters commercial, large radiant-duty e-heaters at concept/pilot stage per industry literature",Very large power demand and grid connection; loses refinery fuel gas sink; heater-by-heater replacement in turnarounds,Studied in UK/EU refinery decarbonisation work; no UK deployment,sector_specific,[heater_elec_dt] Decarbonisation Technology article on electrification of process heaters,low
rotating_packed_bed_intensification,Rotating packed bed (HiGee) process intensification,process_change,gas; electricity,Intensified distillation/absorption/stripping in rotating packed beds cutting separation energy and footprint,,"No single published TRL; industrial applications reported for selected duties but HiGee distillation remains pilot-scale (Chem Eng Res Des industrial-application guide, 2018)",Rotating equipment maintenance; scale-up and column-replacement risk; strongly application-specific,UK research base (e.g. Newcastle University); no known UK industrial retrofit,sector_specific,[rpb_guide_2018] Guide on industrial application of rotating packed beds,low
rotodynamic_electric_heater,RotoDynamic electric heater for calciner/kiln process heat (Coolbrook),electrification,coal; petcoke; gas,"Turbomachinery-based electric heating of process air/material to >1000C (pathway to ~1700C), targeted at cement precalciners",,No numeric TRL located; pilot testing completed 2023 exceeding 1000C; first industrial delivery to a cement producer announced 2026,Very large electrical demand and grid connection; kiln/calciner integration unproven; still leaves process CO2 (though in purer stream aiding capture),"No UK deployment; pilot in Finland, first industrial cement deployment overseas",sector_specific,"[R_COOLBROOK] Coolbrook pilot page: >1000C demonstrated, readiness for industrial-scale deployment",medium
shoe_press_advanced_dewatering,Shoe (extended-nip) press / advanced dewatering,efficiency_heat_recovery,gas,Mechanical dewatering upgrade raising post-press solids to cut paper machine drying steam demand,9,Long-established commercial technology widely installed since the 1990s (IPPTA design and applications review),Requires press-section rebuild and machine downtime; benefit grade-dependent; high capex,Widely deployed on UK machines at rebuilds; retrofit potential remains on older machines,sector_specific,[ippta_shoe_2012] IPPTA review of shoe press design and applications in paper machines,high
shore_power_cold_ironing,Shore power / cold ironing for berthed and docked vessels,electrification,marine diesel/gas oil (auxiliary engines),Grid electricity supply to vessels at berth/in dry dock so auxiliary diesel generators shut down during repair and outfitting,9,Commercially deployed at ports internationally; Energy Institute review of cold ironing status and barriers,High-capacity grid connection and frequency conversion; vessel-side compatibility; UK deployment lags and needs funding support,Early UK deployments and government Green Maritime funding interest; British Ports Association pressing for support,sector_specific,[REF_COLDIRON] Energy Institute 'New Energy World' article on the case for cold ironing to cut port emissions,high
solar_thermal_process_heat,Solar thermal for industrial process heat (SHIP),other,gas; oil,"Hot water/low-pressure heat: flat plate to ~100C, evacuated tube to ~120C, advanced designs 150-250C; concentrating collectors to ~400C",,"No numeric TRL located. IRENA-ETSAP Technology Brief (2015): 'FPC and ETC technology is mature and has enormous potential for low temperature industrial process heat', while 'Most solar thermal systems for industrial process heat are small-scale pilot plants'",UK solar resource limits load factor; land/roof area; intermittency needs storage/backup; concentrating systems poorly suited to UK diffuse light,Pilot/niche only in UK,cross_cutting,[IRENA_SHIP2015] Maturity statements without TRL numbers - null per rules,medium
sortation_regen_drives,Regenerative and high-efficiency drives for sortation and conveyors,efficiency_heat_recovery,electricity,"Regenerative VSDs, IE4/IE5 motors, sleep-mode and cascade control on parcel sorters and conveyor networks, recovering braking energy from frequent stop/start",,Commercial per ABB drives literature; no formal TRL published,Savings depend on duty cycle (stop/start and decline sections benefit most); integration with sorter OEM controls,Commercial; deployed in logistics and materials-handling applications,sector_specific,[REF_ABB_REGEN] ABB on regenerative drives converting braking energy to electricity in material handling,medium
steel_offgas_ccu_ethanol,Steel off-gas carbon capture and utilisation to ethanol (Steelanol/LanzaTech),ccs_ccu,process CO2 emissions (BF/BOF gas carbon),"Gas fermentation of carbon-rich BF/BOF off-gases to ethanol, displacing fossil feedstock and reducing net site CO2",7-8,"Commercial-flagship Steelanol plant at ArcelorMittal Ghent inaugurated 2022, first ethanol produced 2023 — first-of-a-kind industrial demonstration",Partial abatement only (carbon leaves as product); economics tied to ethanol markets; requires steady off-gas supply; project economics reported uncertain,No UK installation; applicability shrinking with BF closures,sector_specific,[REF_STEELANOL] ArcelorMittal Europe press release on Steelanol CCU inauguration at Ghent,high
still_tvr_thermocompression,Thermal vapour recompression (thermocompression) on stills and evaporators,efficiency_heat_recovery,gas,Steam-jet recompression of still/evaporator vapours to cut live steam demand in distillation and co-product evaporation,,No formal published TRL located; long-established engineering practice in distillery energy papers (Briggs/Davies) with installations dating to the 1980s,Needs motive steam pressure; lower savings than MVR; still leaves residual fossil steam demand unless boiler fuel switched,Established practice in grain distilleries and dark-grains evaporators; retrofit option for malt distilleries,sector_specific,[BRIGGS_DAVIES] Briggs of Burton technical paper on distillery energy discusses vapour recompression on stills; MVR precedent at Auchroisk (1986),medium
superheated_steam_drying,Superheated steam drying of beet pulp and wet co-products,efficiency_heat_recovery,gas,Pressurised superheated steam dryers replacing HT gas-fired rotary dryers; evaporated water recovered as usable steam,,No formal TRL; multiple full-scale industrial installations internationally (EnerDry steam dryers in beet sugar); first UK unit under construction,High capex (~£50m at Wissington); integration with factory steam balance; campaign operation; product colour/quality,British Sugar Wissington £50m steam dryer project launched 2025 as its biggest decarbonisation project; commercial in EU/US beet sugar,sector_specific,[BSUGAR_WISSINGTON] British Sugar Wissington steam dryer announcement; EnerDry industrial steam drying references,high
superheated_steam_drying_paper,Superheated steam drying of paper web,process_change,gas,Dry paper web in superheated steam atmosphere enabling near-total latent heat recovery (with MVR),4,"Paper-web SSD demonstrated only at lab/pilot scale; SSD industrial in other sectors (Drying Technology review, 2015)","Sheet quality, web entry/exit sealing, full dryer-section redesign; never demonstrated at machine scale",No UK activity identified,sector_specific,[ssd_review_2015] Review of pilot and industrial superheated steam dryers incl. paper status,low
tethered_electric_excavator,Cable-tethered electric excavators and face shovels,mobile_plant,diesel,Electric excavation/loading at the face via trailing HV cable,9,"Series products offered for mine and quarry extraction (e.g. Liebherr R 9200 E; HeavyQuip, 2021)","Trailing cable limits mobility; HV distribution to face required; suits benched, slowly-advancing faces",Commercially available; limited UK quarry uptake to date,sector_specific,[REF_HEAVYQUIP21] OEM launch of electric excavators explicitly for mine/quarry extraction,medium
tgr_bf_ccs,Top-gas recycling blast furnace with CO2 capture (ULCOS TGR-BF),ccs_ccu,coke; pulverised coal (PCI),"BF operating on recycled decarbonated top gas with oxygen injection, CO2 removed and sent to storage; ~50-60% CO2 reduction with CCS",5-6,"Piloted at LKAB experimental BF, Lulea under ULCOS (EU-published final report); never demonstrated at industrial scale — planned Florange demo cancelled","Major BF rebuild (oxygen operation, gas separation); needs CO2 transport and storage; industrial demonstration gap since 2014",Not pursued in UK; BF fleet closure removes the application,sector_specific,[REF_ULCOS] EU Publications Office final report on ULCOS top gas recycling blast furnace process,medium
thermal_storage_power_to_heat,High-temperature thermal storage charged with electricity (power-to-heat + storage),other,gas; oil,"Stores cheap/renewable electricity as heat (bricks/salts/steel) discharging steam or hot air up to several hundred C, enabling flexible electrified heat",7-9,Agora Industry/Fraunhofer ISI (2024): combined thermal storage 'Technology readiness level 7-9' - small-scale industrial application exists; further development needed for higher temperatures/capacities,Grid connection sized for charging; space and weight; economics depend on electricity price spreads/flex markets; few UK references,"Demonstration internationally (e.g. Rondo, Kraftblock); pilot interest in UK",cross_cutting,"[AGORA2024] TRL table, thermal storage entry",medium
trolley_assist_haul_trucks,Trolley-assist (overhead catenary) electric haul truck haulage,electrification,diesel,Electric-drive haul trucks drawing grid power on catenary-equipped haul ramps,9,"Commercial systems operating at multiple mines worldwide (Komatsu, Hitachi, Wabtec; International Mining, 2024)","Needs large electric-drive trucks, fixed haul routes and MW-scale supply; economics require deep pits/long ramps",No known UK deployments; scale mismatch with most UK quarries,sector_specific,[REF_IM_WABTEC24] OEM/industry review of trolley assist for mine haulage decarbonisation,medium
ult_freezer_optimisation,"ULT freezer optimisation (-70C setpoints, consolidation)",efficiency_heat_recovery,electricity,"-70C setpoints, maintenance, consolidation and efficient replacement of ultra-low temperature freezers",9,Commercial practice; CDC case study documented in I2SL Smart Labs Toolkit,Sample integrity governance; behavioural measure needing ongoing management,Promoted via LEAF and freezer challenges across UK institutions,sector_specific,[cdc_ult_case] I2SL case study of ULT freezer optimisation at CDC,high
uv_cure_coatings,UV-cured coatings,process_change,gas,"Ultraviolet-cured coatings replacing thermally-baked coatings for parts, plastics, refinish and potentially body primer/clearcoat, eliminating cure-oven heat",,RadTech describes UV curing as commercially established across many industrial coating applications; no formal TRL published for automotive body duty,"Line-of-sight cure limits complex 3D geometries (mitigated by dual-cure chemistries); coating requalification; UV safety; commercial for flat/small parts, not proven for full body-in-white","Commercial for industrial parts, wood, plastics and refinish; automotive body application at development/demonstration stage",sector_specific,"[REF_RADTECH] RadTech overview of UV/EB curing process, markets and energy benefits",medium
vam_thermal_oxidation,Ventilation air methane (VAM) thermal oxidation,other,fugitive_methane,"Regenerative thermal oxidation of dilute methane in mine ventilation air, optionally with heat recovery",8,Commercial/demonstration units operated at Australian and Chinese mines (CSIRO; WestVAMP),Very dilute methane; safety integration with ventilation circuit; no operating UK deep coal mines to apply it to,Not applicable to current UK operations except legacy shafts; speculative,sector_specific,[REF_CSIRO_VAM] CSIRO programme page on VAM abatement technology,medium
warm_mix_asphalt,Warm mix asphalt (lower-temperature asphalt production),process_change,gas; gasoil,"Reduce mixing/drying temperature by ~20-40C via additives/foaming, cutting burner fuel use",9,Commercially deployed; Highways England/National Highways made warm mix the default expectation for its network (2021),Client specification uptake beyond strategic roads; binder/additive selection; some mixes still require hot production,"Commercial; National Highways default position, offered by all major UK producers",sector_specific,[R_WMA] Construction Index report on Highways England directing contractors to warm mix asphalt,high
waste_derived_fuels,"Waste-derived fuels (RDF/SRF, MBM, waste biomass) in kilns and furnaces",bioenergy,coal; gas; oil,High-temperature kiln fuel (cement/lime) and co-firing; partial decarbonisation (biogenic fraction only),,"No published numeric TRL located. Commercial practice in UK cement (~40%+ thermal substitution); DESNZ IFS Phase 3 funds MPA 'State-of-the-Art Fuel Mix for UK Cement Production' (biomass, hydrogen and electricity mix) as demonstration",Waste permitting and emissions limits; fuel quality variability; chlorine/ash chemistry effects; only biogenic share counts as low-carbon; feedstock competition with EfW,Deployed (cement sector routine); 100% net-zero fuel-mix demonstrated at Ribblesdale under MPA/DESNZ programme,cross_cutting,[DESNZ_IFS3_2022] Project description for MPA fuel-mix demo; TRL null per rules,medium
waste_heat_recovery_process,"Waste heat recovery to process (economisers, recuperators, heat exchangers)",efficiency_heat_recovery,gas; oil; coal,"Recovery of flue-gas/process waste heat for preheating combustion air, feedwater, product or other site heat loads",,No formal published TRL located for generic heat-exchanger-based WHR; universally described as established commercial practice (e.g. funded as mature deployment under DESNZ IETF),Site-specific heat source/sink matching; space and pipework; fouling/corrosive flue gases; economics depend on load coincidence,Deployed widely; further potential remains (IETF-funded projects),cross_cutting,[DESNZ_IFS3_2022] TRL null - conventional WHR predates and sits outside TRL frameworks; flagged in challenges. Reference given only for programme context,medium
wetted_drained_cathode,Wettable/drained TiB2 cathodes for aluminium cells,efficiency_heat_recovery,grid electricity,"TiB2-coated drained cathodes reduce anode-cathode distance and cell voltage, cutting electrolysis energy ~10-20%",4-5,"US DOE pilot programmes (OSTI technical reports) and a 2022 Journal of Sustainable Metallurgy review conclude wettable cathodes remain at pilot/retrofit-trial stage, not commercial",Coating durability and cost; cell magnetohydrodynamic stability at low ACD; retrofit complexity,No UK activity,sector_specific,[REF_TIB2] Springer review of wettable TiB2 cathodes for aluminium electrolysis,medium
wort_vapour_energy_recovery,"Wort boiling vapour recovery (vapour condenser, energy store, TVR/MVR kettle)",efficiency_heat_recovery,gas,"Recovery/recompression of wort kettle vapours to preheat wort or regenerate kettle heat, cutting brewhouse steam demand",,No formal TRL published; offered commercially by major brewhouse suppliers (Steinecker energy-recovery systems) and described by Campden BRI as established practice,Retrofit space and kettle design; savings depend on evaporation rate; MVR variant needs electrical capacity,Commercially available and applied in UK breweries; standard on modern brewhouses,sector_specific,[CAMPDEN_WORT] Campden BRI sustainable brewing guidance on recovery of energy from wort boiling vapour; Steinecker commercial systems,high
zeolite_adsorption_drying,Adsorption (zeolite) assisted low-temperature drying,process_change,gas,Zeolite-dehumidified air enables low-temperature drying of heat-sensitive powders with sorbent regeneration heat recovery,,No published TRL; academic multistage zeolite drying studies (WUR) report modelling/pilot-scale work for heat-sensitive food products,Early stage for dairy/food powders; sorbent regeneration energy; scale-up and hygiene design unproven,No known UK industrial deployment; research/pilot stage,sector_specific,[ZEOLITE_WUR] Wageningen UR work on energy-efficient multistage zeolite drying for heat-sensitive products,low
