carb3_activity,process_set_id,process_id,option_id,trl,applicability,notes,provenance,confidence
Iron and/or Steel Works,eaf,eaf_melting,waste_heat_recovery_process,,commercial,EAF off-gas heat to steam/scrap preheat where preheater not fitted,engineering judgement,low
Iron and/or Steel Works,eaf,fume_extraction_auxiliaries,controls_vsds,,commercial,VSDs on baghouse/extraction fans; large auxiliary load,engineering judgement,low
Iron and/or Steel Works,eaf,fume_extraction_auxiliaries,heat_recovery_heat_pump,8-9,prospective,Upgrade low-grade fume/cooling-water heat for site heating,engineering judgement,low
Iron and/or Steel Works,eaf,hot_rolling_mill,controls_vsds,,commercial,"Drive optimisation, idle management on mill stands and descaling pumps",engineering judgement,low
Iron and/or Steel Works,eaf,hot_rolling_mill,waste_heat_recovery_process,,prospective,Cooling water/laminar spray heat recovery,engineering judgement,low
Iron and/or Steel Works,eaf,reheat_furnaces,biomethane_fuel,8-9,commercial,Drop-in for NG-fired furnaces; supply limited,engineering judgement,low
Iron and/or Steel Works,eaf,reheat_furnaces,h2_kiln_furnace_burner,5-8,demonstration,100% H2 firing of steel reheat furnace demonstrated by Ovako/Linde with no quality impact,"[REF_OVAKO] Ovako/Linde world-first hydrogen reheat trial, Hofors 2020",high
Iron and/or Steel Works,eaf,reheat_furnaces,h2_ready_equipment,,commercial,Specify H2-ready burners at rebuild pending H2 supply,engineering judgement,low
Iron and/or Steel Works,eaf,reheat_furnaces,induction_heating,9,commercial,Induction billet/bar reheating commercial for long products; very high grid demand for slab mills,engineering judgement,low
Iron and/or Steel Works,eaf,reheat_furnaces,waste_heat_recovery_process,,commercial,"Regenerative/recuperative burners, hot charging",engineering judgement,low
Iron and/or Steel Works,eaf,scrap_handling_preparation,battery_electric_nrmm,,commercial,Electric material handlers/loaders available for scrap yard duty,engineering judgement,low
Iron and/or Steel Works,eaf,scrap_handling_preparation,hvo_bio_oils_dropin,9,commercial,"Drop-in for diesel cranes, grabs and shears",engineering judgement,low
Iron and/or Steel Works,eaf,scrap_handling_preparation,hydrogen_nrmm,,prospective,H2 heavy mobile plant not yet commercially mature,engineering judgement,low
Iron and/or Steel Works,eaf,scrap_handling_preparation,plasma_electric_cutting,9,commercial,Electric plasma for oversize scrap sizing; oxy-fuel still needed for very thick sections,[REF_ESAB] Capability envelope vs oxy-fuel from ESAB comparison,medium
Iron and/or Steel Works,eaf,secondary_metallurgy,biomethane_fuel,8-9,commercial,Drop-in for gas-fired ladle preheaters; supply/cost limited,engineering judgement,low
Iron and/or Steel Works,eaf,secondary_metallurgy,electric_resistance_oven_furnace,8-9,demonstration,Electric ladle/tundish preheating replacing gas burners,engineering judgement,low
Iron and/or Steel Works,eaf,secondary_metallurgy,h2_kiln_furnace_burner,5-8,prospective,H2 ladle preheat burners; needs site H2 supply,engineering judgement,low
Iron and/or Steel Works,eaf,site_services,compressed_air_optimisation,,commercial,"Leak reduction, pressure optimisation",engineering judgement,low
Iron and/or Steel Works,eaf,site_services,controls_vsds,,commercial,Site-wide motor systems,engineering judgement,low
Iron and/or Steel Works,eaf,site_services,electrode_boiler,9,commercial,Steam/hot water duties,engineering judgement,low
Iron and/or Steel Works,eaf,site_services,heat_pump_below_100,9,commercial,Space heating/DHW,engineering judgement,low
Iron and/or Steel Works,eaf,site_services,onsite_solar_pv,,commercial,Roof/land PV; small share of EAF site demand,engineering judgement,low
Laboratory,default,hvac_ventilation,controls_vsds,,commercial,"Fan VSDs, static pressure reset, night setback",[smartlabs_toolkit] Smart Labs optimisation guidance,high
Laboratory,default,hvac_ventilation,fume_cupboard_vav_sash_management,9,commercial,Largest single lever where cupboard density high; containment testing required,[smartlabs_toolkit] Smart Labs ventilation assessment,high
Laboratory,default,hvac_ventilation,heat_pump_below_100,9,commercial,ASHP serving AHU heating coils in place of gas boilers,engineering judgement,medium
Laboratory,default,hvac_ventilation,lab_air_change_reduction_dcv,9,commercial,Risk-based ACH reduction with air quality sensing,[wbdg_ach_2022] WBDG lab ACH reduction resource,high
Laboratory,default,hvac_ventilation,lab_exhaust_heat_recovery,9,commercial,Run-around coils suit contaminated exhaust,[nrel_labs21_erv] Labs21 energy recovery best practice,high
Laboratory,default,lab_equipment,controls_vsds,,commercial,"Equipment timers, eco modes, shared-equipment policies",engineering judgement,low
Laboratory,default,lab_equipment,ult_freezer_optimisation,9,commercial,"-70C setpoints, consolidation, efficient replacement",[cdc_ult_case] CDC ULT case study,high
Laboratory,default,lighting,lab_led_lighting_controls,9,commercial,LED plus occupancy/daylight controls,[emory_lighting_case] Smart Labs occupancy sensor case study,high
Laboratory,default,space_water_heating,electrode_boiler,9,commercial,Small electric boilers where heat pumps impractical,engineering judgement,medium
Laboratory,default,space_water_heating,heat_pump_below_100,9,commercial,Space heating and DHW via ASHP,engineering judgement,high
Laboratory,default,space_water_heating,insulation_upgrade,,commercial,Fabric and distribution insulation,engineering judgement,medium
Laboratory,default,space_water_heating,solar_thermal_process_heat,,commercial,DHW pre-heat,engineering judgement,medium
"Large industrial (> 20,000 m2) NEC",default,machine_drive,compressed_air_optimisation,,commercial,"Leaks, pressure, VSD compressors",[REF_CT_MANUF] Carbon Trust manufacturing guide,high
"Large industrial (> 20,000 m2) NEC",default,machine_drive,controls_vsds,,commercial,VSDs and motor management,[REF_CT_MANUF] Carbon Trust manufacturing guide,high
"Large industrial (> 20,000 m2) NEC",default,other_process,controls_vsds,,commercial,Controls/drives on miscellaneous plant,[REF_CT_MANUF] Generic manufacturing efficiency guidance,medium
"Large industrial (> 20,000 m2) NEC",default,other_process,waste_heat_recovery_process,,commercial,Opportunistic heat recovery,engineering judgement,low
"Large industrial (> 20,000 m2) NEC",default,process_cooling,controls_vsds,,commercial,Chiller optimisation,[REF_CT_MANUF] Generic manufacturing efficiency guidance,medium
"Large industrial (> 20,000 m2) NEC",default,process_cooling,heat_recovery_heat_pump,8-9,commercial,Reject heat to heating duties,[REF_CT_HVAC] Carbon Trust HVAC guide,medium
"Large industrial (> 20,000 m2) NEC",default,process_heating,biomethane_fuel,8-9,commercial,Drop-in for gas plant,engineering judgement,low
"Large industrial (> 20,000 m2) NEC",default,process_heating,electric_resistance_oven_furnace,8-9,commercial,Electric ovens/furnaces for generic duties,[REF_DESNZ_ELEC] Resistance heating TRL 9,high
"Large industrial (> 20,000 m2) NEC",default,process_heating,h2_kiln_furnace_burner,5-8,prospective,Depends on H2 availability,engineering judgement,low
"Large industrial (> 20,000 m2) NEC",default,process_heating,htp_heat_pump_100_150,8-9,demonstration,Low-temp process heat/drying,[REF_DESNZ_ELEC] HTHP TRL 7-9,medium
"Large industrial (> 20,000 m2) NEC",default,process_heating,induction_heating,9,commercial,Conductive metal loads only,[REF_DESNZ_ELEC] DESNZ/ERM electrification report,medium
"Large industrial (> 20,000 m2) NEC",default,process_heating,waste_heat_recovery_process,,commercial,Exhaust recuperation,[REF_CT_MANUF] Carbon Trust manufacturing guide,medium
"Large industrial (> 20,000 m2) NEC",default,site_services,controls_vsds,,commercial,BMS and ventilation controls,[REF_CT_HVAC] Carbon Trust HVAC guide,high
"Large industrial (> 20,000 m2) NEC",default,site_services,led_high_bay_lighting,,commercial,High-bay LED plus controls,[REF_CT_LIGHTING] Carbon Trust lighting guide,high
"Large industrial (> 20,000 m2) NEC",default,site_services,onsite_solar_pv,,commercial,Very large roofs favour PV economics,engineering judgement,low
"Large industrial (> 20,000 m2) NEC",default,space_heating,air_to_air_hp_warm_air,9,commercial,Replaces distributed gas warm-air heaters,[REF_UKBCH_ASHP] A2A covered under ASHP guidance,medium
"Large industrial (> 20,000 m2) NEC",default,space_heating,ashp_space_heating_industrial,9,commercial,Multiple ASHP units serving zoned AHUs,[REF_UKBCH_ASHP] UK Business Climate Hub ASHP guidance,high
"Large industrial (> 20,000 m2) NEC",default,space_heating,building_fabric_upgrade,,commercial,Roof insulation dominates at this scale,[REF_CT_FABRIC] Carbon Trust building fabric guide,high
"Large industrial (> 20,000 m2) NEC",default,space_heating,destratification_radiant_conversion,,commercial,"Big stratification losses at >20,000 m2 scale",[REF_CT_HVAC] Carbon Trust HVAC guide,high
"Large industrial (> 20,000 m2) NEC",default,space_heating,electric_radiant_space_heating,,commercial,"Zone IR for high-bay, low-occupancy areas",[REF_ECA_RADIANT] ETL radiant heating datasheet,medium
"Large industrial (> 20,000 m2) NEC",default,steam_hot_water,biomass_boiler,9,commercial,Space for fuel storage usually available at large sites,engineering judgement,low
"Large industrial (> 20,000 m2) NEC",default,steam_hot_water,biomethane_fuel,8-9,commercial,Drop-in via certified grid gas,engineering judgement,low
"Large industrial (> 20,000 m2) NEC",default,steam_hot_water,electrode_boiler,9,commercial,Electric steam/hot water; large sites may need connection upgrade,[REF_DESNZ_ELEC] Electric boilers TRL 9,high
"Large industrial (> 20,000 m2) NEC",default,steam_hot_water,h2_boiler,7-9,prospective,Awaits H2 supply,engineering judgement,low
"Large industrial (> 20,000 m2) NEC",default,steam_hot_water,htp_heat_pump_100_150,8-9,demonstration,LP steam/hot water under ~150C,[REF_DESNZ_ELEC] HTHP TRL 7-9,medium
"Large industrial (> 20,000 m2) NEC",default,steam_hot_water,thermal_storage_power_to_heat,7-9,demonstration,Off-peak power-to-heat with storage,engineering judgement,low
Maltings - Non Trad,default,germination_vessels,controls_vsds,,commercial,GV fans and turners; fan power dominates,[UKMALT_ENERGY] MAGB energy use guidance,medium
Maltings - Non Trad,default,grain_handling_dressing,controls_vsds,,commercial,Drives; efficiency only,engineering judgement,medium
Maltings - Non Trad,default,kiln_fans,controls_vsds,,commercial,Fan VSDs/airflow optimisation,[UKMALT_ENERGY] MAGB energy measures,high
Maltings - Non Trad,default,kilning_heat,biomass_boiler,9,commercial,Biomass heat to kilns (Muntons),[MUNTONS_BIOMASS] Muntons biomass energy centre,high
Maltings - Non Trad,default,kilning_heat,biomethane_fuel,8-9,commercial,Drop-in for gas-fired kiln burners,engineering judgement,medium
Maltings - Non Trad,default,kilning_heat,electrode_boiler,9,prospective,Electric heat to kiln coils; connection capacity,engineering judgement,low
Maltings - Non Trad,default,kilning_heat,h2_kiln_furnace_burner,5-8,prospective,Supply-dependent; product-contact combustion needs validation,engineering judgement,low
Maltings - Non Trad,default,kilning_heat,malting_kiln_heat_pump,,demonstration,Best fit in pneumatic maltings with recirculation; Boortmalt full-scale project in planning,[BOORTMALT_HP] Boortmalt Bury St Edmunds heat-pump kilning,medium
Maltings - Non Trad,default,kilning_heat,waste_heat_recovery_process,,commercial,Kiln exhaust heat recovery standard,[UKMALT_ENERGY] MAGB kiln heat recovery,high
Maltings - Non Trad,default,refrigeration_attemperation,controls_vsds,,commercial,Chiller staging/VSDs,engineering judgement,medium
Maltings - Non Trad,default,refrigeration_attemperation,heat_recovery_heat_pump,8-9,demonstration,Chiller reject heat upgraded to steep water/kiln preheat,engineering judgement,low
Maltings - Non Trad,default,refrigeration_attemperation,natural_refrigerant_refrigeration,,commercial,NH3/CO2 chillers for germination attemperation,[STAR_NATREF] Natural refrigerant conversions in food/drink,medium
Maltings - Non Trad,default,site_services,battery_electric_nrmm,,commercial,Yard plant,engineering judgement,medium
Maltings - Non Trad,default,site_services,heat_pump_below_100,9,commercial,Buildings/DHW,engineering judgement,medium
Maltings - Non Trad,default,site_services,onsite_solar_pv,,commercial,Roof PV,engineering judgement,medium
Maltings - Non Trad,default,steeping,controls_vsds,,commercial,Aeration/pump VSDs,engineering judgement,medium
Maltings - Trad,default,floor_germination_turning,controls_vsds,,commercial,Ventilation fan controls; manual turning largely unmechanised,engineering judgement,low
Maltings - Trad,default,grain_handling_dressing,controls_vsds,,commercial,"Conveyor/elevator drives; electric duty, efficiency only",engineering judgement,medium
Maltings - Trad,default,kiln_fans,controls_vsds,,commercial,Fan VSDs and airflow control; major electricity saving,[UKMALT_ENERGY] MAGB energy efficiency measures,high
Maltings - Trad,default,kilning_heat,biomass_boiler,9,commercial,Biomass energy centres supplying kiln heat (Muntons ~100 GWh/yr),[MUNTONS_BIOMASS] Muntons low-carbon energy centre for malting heat,high
Maltings - Trad,default,kilning_heat,biomethane_fuel,8-9,commercial,Drop-in for direct gas-fired kiln air heaters (combustion products contact malt — quality check),engineering judgement,medium
Maltings - Trad,default,kilning_heat,electrode_boiler,9,prospective,Electric hot-water/steam to kiln coils; large connection needed,engineering judgement,low
Maltings - Trad,default,kilning_heat,h2_kiln_furnace_burner,5-8,prospective,Direct H2-fired kiln air raises NOx/flavour questions; indirect firing likelier; no supply yet,engineering judgement,low
Maltings - Trad,default,kilning_heat,malting_kiln_heat_pump,,demonstration,Exhaust-recovery heat pumps suit low/mid kilning temps; curing phase may need top-up; flavour validation for traditional malts,"[BOORTMALT_HP] Boortmalt heat-pump kilning project (planning, 2024)",medium
Maltings - Trad,default,kilning_heat,waste_heat_recovery_process,,commercial,Kiln air-to-air heat recovery is standard industry practice,[UKMALT_ENERGY] MAGB energy use page on kiln heat recovery,high
Maltings - Trad,default,site_services,battery_electric_nrmm,,commercial,Loading shovels/forklifts,engineering judgement,medium
Maltings - Trad,default,site_services,heat_pump_below_100,9,commercial,Buildings/DHW,engineering judgement,medium
Maltings - Trad,default,site_services,insulation_upgrade,,commercial,Heat distribution and kiln fabric,engineering judgement,medium
Maltings - Trad,default,site_services,onsite_solar_pv,,commercial,Large flat roofs,engineering judgement,medium
Maltings - Trad,default,steeping,controls_vsds,,commercial,Aeration/pump VSDs; steeping is low-heat,engineering judgement,medium
Mill,default,milling_grinding,compressed_air_optimisation,,commercial,Pneumatic conveying and air systems optimisation,[REF_CT_MANUF] Carbon Trust manufacturing guide,medium
Mill,default,milling_grinding,controls_vsds,,commercial,VSDs and load management on mill drives,[REF_CT_MANUF] Carbon Trust manufacturing guide,high
Mill,default,other_process,controls_vsds,,commercial,Controls/drives on miscellaneous plant,[REF_CT_MANUF] Generic manufacturing efficiency guidance,medium
Mill,default,other_process,waste_heat_recovery_process,,commercial,Opportunistic heat recovery,engineering judgement,low
Mill,default,process_cooling,controls_vsds,,commercial,Chiller/pump optimisation,[REF_CT_MANUF] Generic manufacturing efficiency guidance,medium
Mill,default,process_cooling,heat_recovery_heat_pump,8-9,commercial,Reject heat to space/process water heating,[REF_CT_HVAC] Carbon Trust HVAC guide,medium
Mill,default,process_heating_drying,biomethane_fuel,8-9,commercial,Drop-in for gas-fired dryers,engineering judgement,low
Mill,default,process_heating_drying,electric_resistance_oven_furnace,8-9,commercial,Electric air-heater batteries for dryers,[REF_DESNZ_ELEC] Resistance heating TRL 9,medium
Mill,default,process_heating_drying,heat_recovery_heat_pump,8-9,commercial,Upgrade humid dryer exhaust heat,[REF_DESNZ_ELEC] Heat pump drying duties covered by DESNZ/ERM,medium
Mill,default,process_heating_drying,htp_heat_pump_100_150,8-9,demonstration,"Drying air to ~150C, best with exhaust heat recovery",[REF_DESNZ_ELEC] HTHP TRL 7-9 per DESNZ/ERM,medium
Mill,default,process_heating_drying,microwave_rf_drying,7-9,demonstration,Volumetric dielectric drying; product-specific development,"[REF_DESNZ_ELEC] Microwave ovens TRL 8-9, CRI 1-2 per DESNZ/ERM",medium
Mill,default,site_services,controls_vsds,,commercial,BMS and ventilation controls,[REF_CT_HVAC] Carbon Trust HVAC guide,high
Mill,default,site_services,led_high_bay_lighting,,commercial,High-bay LED plus controls,[REF_CT_LIGHTING] Carbon Trust lighting guide,high
Mill,default,site_services,onsite_solar_pv,,commercial,Roof PV subject to structure/connection,engineering judgement,low
Mill,default,space_heating,air_to_air_hp_warm_air,9,commercial,Replaces gas warm-air heaters,[REF_UKBCH_ASHP] A2A covered under ASHP guidance,medium
Mill,default,space_heating,ashp_space_heating_industrial,9,commercial,Air-to-water ASHP,[REF_UKBCH_ASHP] UK Business Climate Hub ASHP guidance,high
Mill,default,space_heating,building_fabric_upgrade,,commercial,Fabric first; older mill buildings often poor,[REF_CT_FABRIC] Carbon Trust building fabric guide,high
Mill,default,space_heating,destratification_radiant_conversion,,commercial,Destrat plus zoned radiant in tall spaces,[REF_CT_HVAC] Carbon Trust HVAC guide,high
Mill,default,steam_hot_water,biomass_boiler,9,commercial,Established for mills with biomass residues on site,engineering judgement,low
Mill,default,steam_hot_water,biomethane_fuel,8-9,commercial,Drop-in via certified grid gas,engineering judgement,low
Mill,default,steam_hot_water,electrode_boiler,9,commercial,Electric steam/hot water; connection capacity,[REF_DESNZ_ELEC] Electric boilers TRL 9,high
Mill,default,steam_hot_water,h2_boiler,7-9,prospective,Awaits H2 supply,engineering judgement,low
Mill,default,steam_hot_water,htp_heat_pump_100_150,8-9,demonstration,LP steam/hot water under ~150C,[REF_DESNZ_ELEC] HTHP TRL 7-9,medium
Mill,default,steam_hot_water,thermal_storage_power_to_heat,7-9,demonstration,Off-peak power-to-heat with storage,engineering judgement,low
Mineral Production - Brine,default,brine_purification,controls_vsds,,commercial,VSDs on dosing/settling/transfer duties,engineering judgement,low
Mineral Production - Brine,default,brine_well_pumping,controls_vsds,,commercial,VSDs on solution-mining/brine transfer pumps; already electric,engineering judgement,medium
Mineral Production - Brine,default,centrifuging,controls_vsds,,commercial,VSDs on centrifuges; already electric,engineering judgement,medium
Mineral Production - Brine,default,drying_grading,electric_resistance_oven_furnace,8-9,prospective,Electric salt dryers replacing gas-fired fluid bed dryers,engineering judgement,low
Mineral Production - Brine,default,drying_grading,h2_kiln_furnace_burner,5-8,prospective,H2 firing of dryers if supply emerges (HyNet region),engineering judgement,low
Mineral Production - Brine,default,drying_grading,htp_heat_pump_100_150,8-9,prospective,Heat pump drying air supply for 100-150C dryer duty,engineering judgement,low
Mineral Production - Brine,default,drying_grading,waste_heat_recovery_process,,commercial,Dryer exhaust heat recovery to preheat air/feed,engineering judgement,medium
Mineral Production - Brine,default,site_services,compressed_air_optimisation,,commercial,Compressed air for instrumentation/conveying,engineering judgement,medium
Mineral Production - Brine,default,site_services,controls_vsds,,commercial,Controls and motor management,engineering judgement,medium
Mineral Production - Brine,default,site_services,onsite_solar_pv,,commercial,PV offsets electrical load incl. MVR,engineering judgement,medium
Mineral Production - Brine,default,vacuum_evaporation,electrode_boiler,9,commercial,Electric steam raising for evaporator effects; grid capacity and price exposure,[REF_PBL21] E-boilers assessed as salt-sector option,medium
Mineral Production - Brine,default,vacuum_evaporation,h2_boiler,7-9,prospective,Fuel switch for evaporator steam boilers if H2 network reaches Cheshire salt sites,[REF_PBL21] Hydrogen assessed as salt-sector option,low
Mineral Production - Brine,default,vacuum_evaporation,htp_heat_pump_100_150,8-9,demonstration,HT heat pumps upgrading condenser heat to first-effect steam,[REF_PBL21] Heat pump routes discussed for salt evaporation,medium
Mineral Production - Brine,default,vacuum_evaporation,mvr,9,commercial,MVR is the reference decarbonisation route for salt evaporation; large electrical demand,[REF_PBL21] PBL Dutch salt industry decarbonisation options analyses MVR for vacuum evaporation,high
Mineral Production - Brine,default,vacuum_evaporation,waste_heat_recovery_process,,commercial,Multi-effect optimisation and condensate/vapour heat recovery,[REF_PBL21] Efficiency measures in salt sector study,medium
Mineral Production - Coal,default,coal_preparation,controls_vsds,,commercial,Wash plant already electric; VSDs on pumps/screens,engineering judgement,medium
Mineral Production - Coal,default,crushing,controls_vsds,,commercial,Where already electric,engineering judgement,medium
Mineral Production - Coal,default,crushing,plug_in_electric_mobile_crushing_screening,9,commercial,Electric mobile/static crushing on site supply,[REF_HUB4_2026] Electric crushing plant commercial,medium
Mineral Production - Coal,default,digging_loading,battery_electric_nrmm,,demonstration,Battery excavators/loaders at smaller machine classes,[REF_IM_VOLVO26] Electric CE machines in production,low
Mineral Production - Coal,default,digging_loading,hvo_bio_oils_dropin,9,commercial,Drop-in for diesel excavators,engineering judgement,medium
Mineral Production - Coal,default,digging_loading,tethered_electric_excavator,9,commercial,Cable-electric excavators/shovels long established in surface mining,[REF_HEAVYQUIP21] OEM electric excavators for mining,medium
Mineral Production - Coal,default,drilling,battery_electric_nrmm,,prospective,Electric blasthole rigs emerging,engineering judgement,low
Mineral Production - Coal,default,drilling,hvo_bio_oils_dropin,9,commercial,Drop-in for diesel drill rigs,engineering judgement,medium
Mineral Production - Coal,default,haulage_mobile_plant,battery_electric_nrmm,,demonstration,Large battery haul trucks in OEM trials (240t class); quarry-scale electric haulers in production,[REF_MININGMAG_CAT] Rio Tinto/BHP/Cat 240t battery truck trial,medium
Mineral Production - Coal,default,haulage_mobile_plant,hvo_bio_oils_dropin,9,commercial,Drop-in for remaining diesel fleets (largely legacy/restoration operations),engineering judgement,medium
Mineral Production - Coal,default,haulage_mobile_plant,hydrogen_fuel_cell_haul_truck,6-7,speculative,Ultra-class FCEV prototype only,[REF_ANGLO22] nuGen demonstration,low
Mineral Production - Coal,default,haulage_mobile_plant,trolley_assist_haul_trucks,9,prospective,Proven at large surface mines overseas; UK surface coal essentially ceased,[REF_IM_WABTEC24] Trolley assist review,low
Mineral Production - Coal,default,materials_handling_conveyors,controls_vsds,,commercial,VSD conveyor drives; already electric,engineering judgement,medium
Mineral Production - Coal,default,ventilation,controls_vsds,,commercial,"VSD main/booster fans, ventilation-on-demand",engineering judgement,medium
Mineral Production - Coal,default,ventilation,vam_thermal_oxidation,8,speculative,Proven overseas; no operating UK deep coal mines to apply it to,[REF_CSIRO_VAM] CSIRO VAM abatement programme,low
Mineral Production - Gas,default,gas_compression,controls_vsds,,commercial,"Compressor sequencing, recycle-valve minimisation, VSDs on electric units",engineering judgement,low
Mineral Production - Gas,default,gas_compression,gas_compression_electric_drive,9,demonstration,Replace gas-turbine/engine drives with electric VSD motors; UK programme active but few conversions complete,[REF_NSTA24] NSTA electrification workshop and draft OGA Plan,medium
Mineral Production - Gas,default,gas_compression,waste_heat_recovery_process,,commercial,WHRU on turbine/engine exhaust to serve regeneration and site heat,engineering judgement,medium
Mineral Production - Gas,default,power_generation,gas_compression_electric_drive,9,prospective,Grid connection to displace onsite gas-fired generation (same electrification programme),[REF_NSTA24] NSTA: power generation was 79% of production emissions; electrification is the lever,medium
Mineral Production - Gas,default,power_generation,h2_ready_equipment,,prospective,Specify H2-ready turbines/engines at replacement,engineering judgement,low
Mineral Production - Gas,default,power_generation,onsite_solar_pv,,commercial,PV offsets part of terminal auxiliary load,engineering judgement,medium
Mineral Production - Gas,default,power_generation,post_combustion_amine_ccs,9-11,prospective,Only plausible for large terminals near CCS clusters,engineering judgement,low
Mineral Production - Gas,default,process_heating_regeneration,biomethane_fuel,8-9,prospective,Drop-in for fired heaters; certificates or local supply,engineering judgement,low
Mineral Production - Gas,default,process_heating_regeneration,electrode_boiler,9,prospective,Electric steam/hot oil for regeneration where grid allows,engineering judgement,low
Mineral Production - Gas,default,process_heating_regeneration,h2_boiler,7-9,prospective,Fuel switch for fired heaters if H2 available at terminal,engineering judgement,low
Mineral Production - Gas,default,process_heating_regeneration,htp_heat_pump_100_150,8-9,prospective,Amine regen (~120-140C) within emerging HT heat pump range,engineering judgement,low
Mineral Production - Gas,default,process_heating_regeneration,waste_heat_recovery_process,,commercial,Glycol/amine regeneration commonly served by WHR from turbines,engineering judgement,medium
Mineral Production - Gas,default,site_services,controls_vsds,,commercial,"Controls, HVAC, lighting",engineering judgement,medium
Mineral Production - Gas,default,site_services,onsite_solar_pv,,commercial,PV on terminal land,engineering judgement,medium
Mineral Production - Inert,default,crushing,diesel_electric_hybrid_mobile_crushing,9,commercial,Hybrid e-drive suits temporary inert/recycling sites without grid,[REF_HUB4_2026] Hybrid plant commercial,high
Mineral Production - Inert,default,crushing,hvo_bio_oils_dropin,9,commercial,Drop-in for diesel crusher engines/gensets,[REF_HUB4_2026] HVO genset operation noted for e-drive plant,medium
Mineral Production - Inert,default,crushing,plug_in_electric_mobile_crushing_screening,9,commercial,Plug-in electric mobile crushers where site power available; genset/HVO fallback,[REF_HUB4_2026] Electric mobile crushers commercial,high
Mineral Production - Inert,default,internal_haulage,battery_electric_nrmm,,demonstration,Electric ADTs entering production; short internal hauls suit battery duty,[REF_IM_VOLVO26] Electric articulated haulers serial production,medium
Mineral Production - Inert,default,internal_haulage,hvo_bio_oils_dropin,9,commercial,Drop-in for ADTs/dumpers,[REF_MPA2020] MPA roadmap fuel switching,medium
Mineral Production - Inert,default,materials_handling_loaders,battery_electric_nrmm,,demonstration,Electric loaders available; charging at inert/restoration sites often off-grid,[REF_IM_VOLVO26] Electric loaders/haulers in serial production,medium
Mineral Production - Inert,default,materials_handling_loaders,hvo_bio_oils_dropin,9,commercial,Immediate drop-in for loaders,[REF_MPA2020] MPA roadmap fuel switching,medium
Mineral Production - Inert,default,materials_handling_loaders,hydrogen_nrmm,,demonstration,H2 ICE loaders/backhoes demonstrated in UK,[REF_JCB23] JCB H2 machines,medium
Mineral Production - Inert,default,mobile_crushing_screening,diesel_electric_hybrid_mobile_crushing,9,commercial,Bridge option where no grid; ~25% fuel saving,[REF_HUB4_2026] Hybrid plant commercial,high
Mineral Production - Inert,default,mobile_crushing_screening,hvo_bio_oils_dropin,9,commercial,Drop-in fuel for existing fleet,[REF_MPA2020] MPA roadmap fuel switching,medium
Mineral Production - Inert,default,mobile_crushing_screening,plug_in_electric_mobile_crushing_screening,9,commercial,Direct like-for-like electric replacement of diesel mobile trains,[REF_HUB4_2026] Article addresses exactly this duty,high
Mineral Production - Inert,default,screening,hvo_bio_oils_dropin,9,commercial,Drop-in for diesel screen engines,engineering judgement,low
Mineral Production - Inert,default,screening,plug_in_electric_mobile_crushing_screening,9,commercial,Electric mobile screens,[REF_HUB4_2026] Electric screens commercial,high
Mineral Production - Inert,default,site_services,controls_vsds,,commercial,"Controls, lighting, pumps",engineering judgement,medium
Mineral Production - Inert,default,site_services,onsite_solar_pv,,commercial,PV on offices/restored areas,engineering judgement,medium
Mineral Production - Oil,default,artificial_lift,controls_vsds,,commercial,Beam pumps/ESPs largely electric already; VSDs and pump-off control cut load,engineering judgement,medium
Mineral Production - Oil,default,processing_separation_export,electrode_boiler,9,prospective,Electric steam/hot water for crude heating where grid capacity allows,engineering judgement,low
Mineral Production - Oil,default,processing_separation_export,heat_pump_below_100,9,prospective,Crude/wash-water heating duties below 100C at onshore gathering stations,engineering judgement,low
Mineral Production - Oil,default,processing_separation_export,waste_heat_recovery_process,,commercial,Recover heat from engines/compressors to process heating,engineering judgement,low
Mineral Production - Oil,default,site_services,controls_vsds,,commercial,"Controls, lighting, motor management",engineering judgement,medium
Mineral Production - Oil,default,site_services,hvo_bio_oils_dropin,9,commercial,Drop-in for site gensets and mobile plant,engineering judgement,medium
Mineral Production - Oil,default,site_services,onsite_solar_pv,,commercial,PV on wellsite land,engineering judgement,medium
Mineral Production - Oil,default,water_injection,controls_vsds,,commercial,VSDs on injection pumps; pressure optimisation,engineering judgement,medium
Mineral Production - Other Mineral Category,default,conveying,controls_vsds,,commercial,VSD conveyor drives,engineering judgement,medium
Mineral Production - Other Mineral Category,default,crushing,controls_vsds,,commercial,Where already electric,engineering judgement,medium
Mineral Production - Other Mineral Category,default,crushing,diesel_electric_hybrid_mobile_crushing,9,commercial,Bridge option,[REF_HUB4_2026] Hybrid plant commercial,high
Mineral Production - Other Mineral Category,default,crushing,electrified_static_processing_plant,9,commercial,Static electric plant where site life justifies,[REF_HUB4_2026] Electric plant commercial,high
Mineral Production - Other Mineral Category,default,crushing,plug_in_electric_mobile_crushing_screening,9,commercial,Plug-in electric mobile crushers,[REF_HUB4_2026] Commercial range,high
Mineral Production - Other Mineral Category,default,dewatering_pumping,controls_vsds,,commercial,VSDs and pump scheduling,engineering judgement,medium
Mineral Production - Other Mineral Category,default,drilling,battery_electric_nrmm,,demonstration,Electric blasthole rigs emerging,engineering judgement,low
Mineral Production - Other Mineral Category,default,drilling,hvo_bio_oils_dropin,9,commercial,Drop-in for diesel drill rigs,[REF_MPA2020] MPA roadmap fuel switching,medium
