carb3_activity,process_set_id,process_id,vector,energy_share,share_low,share_high,evidence_tier,provenance,confidence
Mineral Production - Inert,default,screening,electricity,0.11,,,fallback,[DOE_STONE] Borrowed from sibling aggregates activity (Table 9-3 screening share).,low
Mineral Production - Inert,default,site_services,electricity,0.05,,,fallback,[DOE_STONE] Sibling activity's conveying residual reassigned to site services/conveying at a recycling site; closes the balance to 1.00.,low
Mineral Production - Inert,default,internal_haulage,oil,0.38,,,engineering,[MDPI_RA] Internal CDW movement (0.153) + RA transport to storage (0.077) = 0.229 L/t of 0.598 L/t = 38%.,medium
Mineral Production - Inert,default,materials_handling_loaders,oil,0.62,,,engineering,[MDPI_RA] Derived from Section 3.1/Figure 5 on-site diesel items (external transport excluded): loader operations 0.368 L/t of 0.598 L/t on-site total = 62%.,medium
Mineral Production - Oil,default,artificial_lift,electricity,0.4,,,engineering,Engineering rationale (rated-equipment logic): downhole/beam pumps are the dominant continuous electrical load at pumped onshore wells. No published UK onshore unit-operation breakdown was located.,medium
Mineral Production - Oil,default,processing_separation_export,electricity,0.15,,,engineering,"Engineering rationale: separation trains, heater circulation and export pumps are secondary loads relative to lift/injection.",medium
Mineral Production - Oil,default,site_services,electricity,0.15,,,engineering,"Engineering allowance for controls, instrument air, buildings and lighting; closes balance to 1.00.",medium
Mineral Production - Oil,default,water_injection,electricity,0.3,,,engineering,Engineering rationale: high-pressure injection pumping is comparable in scale to lift where waterflood operates; high water cuts at mature fields make lift+injection the bulk of load.,medium
Mineral Production - Other Mineral Category,default,conveying,electricity,0.05,,,fallback,[DOE_STONE] Borrowed from aggregates sibling (Table 9-3).,low
Mineral Production - Other Mineral Category,default,crushing,electricity,0.84,,,fallback,"[DOE_STONE] Borrowed from sibling activity 'Mineral Production - Rock, Sand, Clay etc.' (Table 9-3, p.9-9).",low
Mineral Production - Other Mineral Category,default,screening,electricity,0.11,,,fallback,[DOE_STONE] Borrowed from aggregates sibling (Table 9-3).,low
Mineral Production - Other Mineral Category,default,drilling,oil,0.24,,,fallback,[DOE_STONE] Borrowed from aggregates sibling (Table 9-2 mining split); Exhibit 22 of DOE_BAND confirms drilling is proportionally larger for industrial minerals.,low
Mineral Production - Other Mineral Category,default,extraction_loading,oil,0.23,,,fallback,[DOE_STONE] Borrowed from aggregates sibling (Table 9-2).,low
Mineral Production - Other Mineral Category,default,haulage,oil,0.5,,,fallback,[DOE_STONE] Borrowed from aggregates sibling (Table 9-2/p.9-8).,low
Mineral Production - Other Mineral Category,default,site_services,oil,0.03,,,fallback,[DOE_STONE] Borrowed from aggregates sibling (residual of Table 9-2).,low
Mineral Production - Putrescible,default,aeration_odour_control,electricity,0.1,,,engineering,[HAAREN] Aeration/biofilter fans are modest continuous loads; ASP air blowing measured at only 0.75 kWh/ton (p.17).,medium
Mineral Production - Putrescible,default,digestate_processing,electricity,0.15,,,engineering,[IEA_FW] Engineering allocation within the published parasitic total; separation/dewatering drives are significant but duty-cycled.,medium
Mineral Production - Putrescible,default,digester_mixing_pumping,electricity,0.35,,,engineering,"[IEA_FW] Engineering: continuous mixers and feed/recirculation pumps are the dominant 24/7 loads of an AD plant; within the published 59.1 kWh/t total (Table 5, p.20).",medium
Mineral Production - Putrescible,default,reception_depackaging_shredding,electricity,0.25,,,engineering,"[IEA_FW] Total AD parasitic electricity is published (59.1 kWh/t, 8.4% of gross output - Table 5, p.20) but not sub-divided; sub-split is engineering judgement from rated duties (high-torque depackaging/shredding is the largest intermittent load).",medium
Mineral Production - Putrescible,default,site_services,electricity,0.15,,,engineering,"[IEA_FW] Engineering allowance for controls, compressors, lighting, offices; closes balance to 1.00.",medium
Mineral Production - Putrescible,default,mobile_plant,oil,0.25,,,engineering,[HAAREN] Rolling stock (loaders) named as fuel consumer (p.17); share is engineering judgement.,medium
Mineral Production - Putrescible,default,reception_depackaging_shredding,oil,0.35,,,engineering,"[HAAREN] Windrow composting energy is 29 kWh/ton, 71% fuel (p.15); grinding/shredding of feedstock is the heaviest fuel operation among the listed equipment - sub-split is engineering judgement.",medium
Mineral Production - Putrescible,default,screening_refining,oil,0.15,,,engineering,[HAAREN] Diesel-driven trommels/screens named as fuel consumers (p.17); share is engineering judgement.,medium
Mineral Production - Putrescible,default,windrow_turning,oil,0.25,,,engineering,[HAAREN] Turning is a core diesel operation of windrow composting (p.15); share is engineering judgement within the published 71% fuel fraction.,medium
"Mineral Production - Rock, Sand, Clay etc.",default,conveying,electricity,0.05,,,published_sec,"[DOE_STONE] Table 9-3, p.9-9: conveying 165 Btu/ton of 3,152 electric total.",medium
"Mineral Production - Rock, Sand, Clay etc.",default,crushing,electricity,0.84,,,published_sec,"[DOE_STONE] Table 9-3, p.9-9: secondary (995) + tertiary (1,660) crushing = 2,655 of 3,152 Btu/ton total electric processing energy; normalised over crushing/screening/conveying. Medium confidence: US, 2002, excludes washing and site services.",medium
"Mineral Production - Rock, Sand, Clay etc.",default,screening,electricity,0.11,,,published_sec,"[DOE_STONE] Table 9-3, p.9-9: screening 332 Btu/ton of 3,152 electric total.",medium
"Mineral Production - Rock, Sand, Clay etc.",default,drilling,oil,0.24,,,published_sec,"[DOE_STONE] Table 9-2, p.9-8: percussion drilling (diesel) = 24% of total mining energy.",medium
"Mineral Production - Rock, Sand, Clay etc.",default,extraction_loading,oil,0.23,,,published_sec,"[DOE_STONE] Table 9-2, p.9-8: hydraulic shovel (diesel) = 23% of total mining energy.",medium
"Mineral Production - Rock, Sand, Clay etc.",default,haulage,oil,0.5,,,published_sec,[DOE_STONE] p.9-8: 'Transportation vehicles... combined consume an estimated 50 percent of the total energy consumed per ton'. NSSGA_GHG (p.7-8) independently identifies haul-truck fuel as dominant.,medium
"Mineral Production - Rock, Sand, Clay etc.",default,site_services,oil,0.03,,,engineering,"[DOE_STONE] Residual of Table 9-2 mining energy after drilling/loading/hauling (water tanker and minor support vehicles, ~3%); assigned to site services to close the balance to 1.00.",medium
Motor Vehicle Works,default,compressed_air,electricity,0.11,0.09,0.14,published_sec,[LBNL50939] Table 2: compressed air 9-14% of electricity.,medium
Motor Vehicle Works,default,materials_handling,electricity,0.07,0.07,0.08,published_sec,[LBNL50939] Table 2: materials handling/tools 7-8% of electricity.,medium
Motor Vehicle Works,default,metal_forming,electricity,0.05,0.02,0.09,published_sec,[LBNL50939] Table 2: metal forming 2-9% of electricity.,medium
Motor Vehicle Works,default,paint_shop,electricity,0.37,0.27,0.5,published_sec,"[LBNL50939] Table 2, p.7: paint systems (fans) 27-50% of electricity (~230-320 kWh/car); midpoints of all Table 2 ranges normalised to sum to 1. Corroborated by ESTAR_AUTO_2015 (paint booths 30-50%). US data, 2008 vintage, hence medium.",medium
Motor Vehicle Works,default,site_services,electricity,0.3,,,published_sec,"[LBNL50939] Table 2: HVAC 11-20% plus lighting 15-16%, midpoints normalised (composite, so no single published range).",medium
Motor Vehicle Works,default,welding,electricity,0.1,0.09,0.11,published_sec,[LBNL50939] Table 2: welding 9-11% of electricity.,medium
Motor Vehicle Works,default,paint_shop,gas,0.39,,,published_sec,"[MECS2022_T52] MECS 2022 NAICS 336 (transportation equipment, auto-dominated): direct process heating gas 50 of ~127 TBtu allocated, attributed to paint-shop ovens/booth air heating per LBNL-50939 narrative that fuels serve hot water, steam and paint process heat. Sector-level proxy.",medium
Motor Vehicle Works,default,site_services,gas,0.06,,,published_sec,"[MECS2022_T52] NAICS 336 other facility support 3 + onsite transport 1 + other process 3 = ~7/127, pooled.",medium
Motor Vehicle Works,default,space_heating,gas,0.39,,,published_sec,[MECS2022_T52] NAICS 336 facility HVAC gas 50/127.,medium
Motor Vehicle Works,default,steam_hot_water,gas,0.16,,,published_sec,[MECS2022_T52] NAICS 336 indirect boiler (10) + CHP (10) gas = 20/127.,medium
Newspaper print works,default,mailroom_finishing,electricity,0.12,,,engineering,Engineering estimate: conveyors/inserters run at full plant output; no published share located.,medium
Newspaper print works,default,prepress_platemaking,electricity,0.05,,,engineering,Engineering estimate; minor rated load relative to presses.,medium
Newspaper print works,default,press_auxiliaries,electricity,0.15,,,engineering,[PRINTCITY] Compressed air ~5% (p4) plus chilled water/dampening cooling from press-level breakdown (p8).,medium
Newspaper print works,default,press_drives,electricity,0.4,0.25,0.4,engineering,[PRINTCITY] PrintCity p4 (MEGTEC data): machine drives 25-40% of production energy; coldset has no dryer so drives take a larger electricity share.,medium
Newspaper print works,default,site_services,electricity,0.28,0.2,0.3,engineering,"[PRINTCITY] PrintCity p4: production is 70-80% of energy, remainder building and services; lighting <10%.",medium
Newspaper print works,default,site_services,gas,1.0,,,engineering,"[PRINTCITY] Coldset newspaper printing has no heatset dryer (the only process gas user in web offset per this report), so metered gas is space heating/hot water.",medium
"Oil refinery, gas processing etc",default,alkylation,electricity,0.04,,,engineering,[ESREF2015] Refrigeration compressors; pro-rata allocation.,medium
"Oil refinery, gas processing etc",default,catalytic_reforming,electricity,0.07,,,engineering,[ESREF2015] Pro-rata allocation on Table 3 shares.,medium
"Oil refinery, gas processing etc",default,crude_vacuum_distillation,electricity,0.2,,,engineering,[ESREF2015] Pro-rata allocation on Table 3 shares (charge/product pumping).,medium
"Oil refinery, gas processing etc",default,fcc,electricity,0.04,,,engineering,[ESREF2015] Main air blower and wet gas compressor; pro-rata allocation.,medium
"Oil refinery, gas processing etc",default,hydrocracking,electricity,0.04,,,engineering,[ESREF2015] Pro-rata allocation on Table 3 shares.,medium
"Oil refinery, gas processing etc",default,hydrogen_production,electricity,0.05,,,engineering,[ESREF2015] Pro-rata allocation on Table 3 shares.,medium
"Oil refinery, gas processing etc",default,hydrotreating,electricity,0.2,,,engineering,[ESREF2015] Remaining 70% of electricity spread across units in proportion to their Table 3 energy shares (recycle-H2 compressors are large motor loads).,medium
"Oil refinery, gas processing etc",default,other_units,electricity,0.06,,,engineering,[ESREF2015] Pro-rata residual across remaining units.,medium
"Oil refinery, gas processing etc",default,site_services,electricity,0.05,,,engineering,"Lighting, control rooms, offices; engineering estimate.",medium
"Oil refinery, gas processing etc",default,utilities_steam,electricity,0.25,,,engineering,"[ESREF2015] Cooling water pumps, boiler feed pumps, instrument air, water treatment; guide treats pump/motor systems as major electricity users (document level).",medium
"Oil refinery, gas processing etc",default,hydrogen_production,gas,0.4,,,engineering,[ESREF2015] Guide (Fig 9 p21 context): natural gas serves multiple purposes including hydrogen production and fuel; SMR feed+fuel is the largest dedicated natural-gas sink.,medium
"Oil refinery, gas processing etc",default,other_units,gas,0.25,,,engineering,[ESREF2015] Supplemental natural-gas firing across process fired heaters; engineering allocation.,medium
"Oil refinery, gas processing etc",default,utilities_steam,gas,0.35,,,engineering,"[ESREF2015] Purchased natural gas supplements refinery gas in boilers/cogen; engineering allocation, document level.",medium
"Oil refinery, gas processing etc",default,alkylation,other,0.05,,,published_sec,[ESREF2015] Table 3 p23: 5.6% (rounded within the normalised set).,medium
"Oil refinery, gas processing etc",default,catalytic_reforming,other,0.1,,,published_sec,[ESREF2015] Table 3 p23: 9.8%.,medium
"Oil refinery, gas processing etc",default,crude_vacuum_distillation,other,0.29,,,published_sec,[ESREF2015] Table 3 p23: CDU 20.1% + VDU 8.5%.,medium
"Oil refinery, gas processing etc",default,fcc,other,0.05,,,published_sec,"[ESREF2015] Table 3 p23: 5.1%; FCC heat comes from catalyst coke, an internal fuel mapped to the 'other' vector.",medium
"Oil refinery, gas processing etc",default,hydrocracking,other,0.05,,,published_sec,[ESREF2015] Table 3 p23: 5.3%.,medium
"Oil refinery, gas processing etc",default,hydrogen_production,other,0.07,,,published_sec,[ESREF2015] Table 3 p23: 6.7%.,medium
"Oil refinery, gas processing etc",default,hydrotreating,other,0.29,,,published_sec,"[ESREF2015] Table 3 p23 (28.7% of 2011 US refinery energy), normalised across listed units; US not UK data.",medium
"Oil refinery, gas processing etc",default,other_units,other,0.1,,,published_sec,[ESREF2015] Residual of the Table 3 p23 energy balance (units not itemised above).,medium
Paper Mill,default,effluent_water_services,electricity,0.13,,,engineering,"[LBNLPP2009] Pumping/aeration share of the >70% of motor electricity in pumps, fans and materials processing.",medium
Paper Mill,default,paper_machine_drying,electricity,0.07,,,engineering,[LBNLPP2009] Dryer hood supply/exhaust fans and dryer-section drives; fans are a major motor end use (document level).,medium
Paper Mill,default,paper_machine_wet_end,electricity,0.3,,,engineering,[UKPP2015] s3.3.3: paper machine drives and vacuum system among biggest electrical loads; vacuum alone is typically a top-3 mill motor load.,medium
Paper Mill,default,site_services,electricity,0.15,,,engineering,"[LBNLPP2009] Compressed air, lighting, HVAC, offices; consistent with ~10% of electricity being non-motor plus compressed air.",medium
Paper Mill,default,stock_preparation,electricity,0.35,0.25,0.4,engineering,[UKPP2015] s3.3.3 names stock preparation among the biggest electrical loads; refining/repulping is the dominant discretionary electrical load at recycled-fibre mills.,medium
Paper Mill,default,paper_machine_drying,gas,0.75,0.65,0.8,engineering,"[UKPP2015] Derived: s3.3.3 states paper machine ~2/3 of all energy dominated by dryer, and >80% of fuel is boiler fuel raising steam whose dominant user is the dryer (LBNLPP2009).",medium
Paper Mill,default,site_services,gas,0.13,,,engineering,"[LBNLPP2009] Residual: space heating, hot water and steam distribution losses not attributable to the dryer; document level.",medium
Paper Mill,default,stock_preparation,gas,0.12,,,engineering,[LBNLPP2009] Raw-material prep uses ~3% of steam in US operations; grossed up for recycled-fibre hot-water/deink heat and broke handling.,medium
Post Office Sorting Centre,default,materials_handling,electricity,0.1,0.07,0.1,engineering,[CTV073] CTV073 p.9: forklifts 7-10% of warehouse non-road energy; upper end used for a high-throughput hub.,medium
Post Office Sorting Centre,default,site_services,electricity,0.5,,,engineering,"[CTV073] Residual: lighting-dominated per CTV073 (lighting 65-95% of ambient warehouse energy) plus 24h offices/ICT and ventilation, scaled down for the sortation load.",medium
Post Office Sorting Centre,default,sortation_machinery,electricity,0.4,,,engineering,"[CTV073] Engineering estimate: CTV073's 65-95% lighting share applies to non-automated ambient warehouses; in an automated sortation hub the sorter/conveyor load displaces a large part of that, estimated at ~40% of electricity. No published Royal Mail end-use split found.",medium
Post Office Sorting Centre,default,space_heating,gas,0.95,,,engineering,[CTV073] Engineering: gas at ambient warehouse-type buildings serves almost exclusively space heating (CTV073 main-uses statement; MIDAM_AUTOSHOP analog shows 99% for comparable workshop sheds).,medium
Post Office Sorting Centre,default,water_heating,gas,0.05,,,engineering,[CTV073] Engineering allowance for welfare/canteen hot water at a large shift-working site.,medium
Pottery,default,biscuit_firing,electricity,0.06,,,engineering,[DECC_CERAMIC_2015] 'Around 10% of the sector's electricity consumption is used to heat kilns' (Section 3.3.3) plus kiln fans; allocated across the two firing stages.,medium
Pottery,default,drying,electricity,0.1,,,engineering,Dryer circulation fans; rated-equipment logic.,medium
Pottery,default,forming,electricity,0.12,,,engineering,"Presses, casting benches and machine drives; rated-equipment logic.",medium
Pottery,default,glazing_decoration,electricity,0.08,,,engineering,Spray booth extraction and line drives; rated-equipment logic.,medium
Pottery,default,glost_decoration_firing,electricity,0.06,,,engineering,[DECC_CERAMIC_2015] As biscuit_firing row: balance of electric kiln heating and kiln auxiliaries.,medium
Pottery,default,raw_material_preparation,electricity,0.25,,,engineering,"[DECC_CERAMIC_2015] Ball milling/blunging are the dominant continuous motor loads; rated-equipment logic, no published pottery electricity split found.",medium
Pottery,default,site_services,electricity,0.33,,,engineering,"Compressed air (glaze spraying), lighting, ventilation and offices; labour-intensive multi-building sites make services a large electrical share. Rated-equipment logic.",medium
Pottery,default,biscuit_firing,gas,0.45,0.35,0.55,engineering,"[MDPI_TABLEWARE_2023] Firing takes 87% of total energy in the factory tableware scenario (MDPI LCA); allocated here across two firing stages with a near-equal split (biscuit slightly higher, being the higher-temperature/longer fire in UK tableware practice) — assumed split, no published biscuit/glost ratio found.",medium
Pottery,default,drying,gas,0.1,,,engineering,[QUALICER_MONFORT_2010] Ware drying measured at 9% of thermal energy in ceramic tile manufacture (Table 12); used as analogue for pottery drying.,medium
Pottery,default,glost_decoration_firing,gas,0.4,0.3,0.5,engineering,[MDPI_TABLEWARE_2023] Balance of the ~85% combined firing share (see biscuit_firing row); Qualicer tile data (firing 55% where spray drying takes 36%) supports firing dominating gas use where no spray dryer exists.,medium
Pottery,default,site_services,gas,0.05,,,engineering,Space heating allowance for factory/offices; no published figure.,medium
Provender Mill,default,compressed_air,electricity,0.05,,,published_sec,[FEEDADD] Compressor ≈5% of plant consumption (article text); carved from the published 19% 'other',medium
Provender Mill,default,grinding,electricity,0.26,,,published_sec,[FEEDGRAIN_EQ] Milling 26% (article text),medium
Provender Mill,default,material_handling,electricity,0.06,,,published_sec,[FEEDGRAIN_EQ] Material handling 6% (article text),medium
Provender Mill,default,mixing_batching,electricity,0.09,,,published_sec,[FEEDGRAIN_EQ] Mixing 9% (article text),medium
Provender Mill,default,pelleting_press,electricity,0.4,,,published_sec,"[FEEDGRAIN_EQ] '40% pelleting, 26% milling, 9% mixing, 6% material handling, 19% other' (article text)",medium
Provender Mill,default,site_services,electricity,0.14,,,engineering,[FEEDGRAIN_EQ] Remainder of the published 19% 'other' after the compressed-air carve-out,medium
Provender Mill,default,site_services,gas,0.15,0.1,0.2,engineering,"Balance of boiler output: space heating, molasses/fat heating, amenity hot water",medium
Provender Mill,default,steam_conditioning,gas,0.85,0.8,0.9,published_sec,[FEEDADD] Pelleting 'consumes 80-90% of steam used in the facility' (article text); boiler gas allocated accordingly,medium
Pumping Mines,default,dewatering_pumping,electricity,0.9,,,engineering,[COAL_AUTH] Document level: the Coal Authority attributes its electricity demand and its year-on-year increase to mine water pumping volumes; pumping stations have no other significant load. Exact 90% is engineering judgement.,medium
Pumping Mines,default,site_services,electricity,0.05,,,engineering,"Engineering allowance for telemetry, controls and lighting; closes balance to 1.00.",medium
Pumping Mines,default,ventilation,electricity,0.05,,,engineering,"[DOE_BAND] Engineering allowance where fans are installed; ventilation is a recognised mine unit operation (Exhibit 17, p.21) but minor at pumping-only stations.",medium
Scrap Metal/Breakers Yard,default,material_handling,electricity,0.1,,,engineering,"Electric cranes/magnets where fitted; most handling is diesel, so electricity share is small.",medium
Scrap Metal/Breakers Yard,default,shearing_baling,electricity,0.2,,,engineering,Static shear/baler hydraulic power packs are the next-largest motor loads; rated-equipment logic.,medium
Scrap Metal/Breakers Yard,default,shredding_separation,electricity,0.55,,,engineering,[BMRA2023] Rated-equipment logic: shredder main motors (typically multi-MW) dwarf other yard electrical loads; BMRA confirms shredder electricity as the key energy cost (document level). Applies to yards with shredders.,medium
Scrap Metal/Breakers Yard,default,site_services,electricity,0.15,,,engineering,"Yard lighting, weighbridge, offices; engineering rationale.",medium
Scrap Metal/Breakers Yard,default,site_services,gas,1.0,,,engineering,Yards have no natural-gas process plant; any metered gas serves office/workshop space heating.,medium
Scrap Metal/Breakers Yard,default,material_handling,oil,0.75,,,engineering,"Diesel/gasoil for material handlers, grab cranes and loading shovels is the dominant liquid-fuel use in yards; rated-equipment logic.",medium
Scrap Metal/Breakers Yard,default,shearing_baling,oil,0.15,,,engineering,Mobile diesel-hydraulic shears/balers; engineering rationale.,medium
Scrap Metal/Breakers Yard,default,site_services,oil,0.1,,,engineering,"Site vehicles, generators and heating oil where used; engineering rationale.",medium
Scrap Metal/Breakers Yard,default,torch_cutting,other,1.0,,,engineering,LPG/propane (classed 'other') is consumed entirely in oxy-fuel cutting of heavy scrap; engineering rationale.,medium
"Shipbuilding/ repair, boatyard",default,cranes_material_handling,electricity,0.1,,,engineering,Large electric dock/goliath cranes with low duty cycle; rated-equipment logic.,medium
"Shipbuilding/ repair, boatyard",default,dry_dock_services,electricity,0.1,,,engineering,"Dock dewatering pumps (MW-scale, intermittent) and shore power to vessels; rated-equipment logic.",medium
"Shipbuilding/ repair, boatyard",default,machining_outfitting,electricity,0.05,,,engineering,Machine and pipe shops; rated-equipment logic.,medium
"Shipbuilding/ repair, boatyard",default,painting_coating,electricity,0.07,,,engineering,[EPA_SHIP] Paint cell ventilation and extraction fans; coatings named among top energy uses (document level).,medium
"Shipbuilding/ repair, boatyard",default,site_services,electricity,0.25,,,engineering,"[EPA_SHIP] Central compressed air, extensive shed/yard lighting and offices; large share typical of fabrication sites with dispersed loads (document level).",medium
"Shipbuilding/ repair, boatyard",default,steel_prep_cutting,electricity,0.08,,,engineering,[EPA_SHIP] Plasma cutting and plate machinery; rated-equipment logic (document level).,medium
"Shipbuilding/ repair, boatyard",default,surface_prep_blasting,electricity,0.1,,,engineering,[EPA_SHIP] Blasting compressors/ventilation; blasting named among top energy uses (document level).,medium
"Shipbuilding/ repair, boatyard",default,welding_fabrication,electricity,0.25,,,engineering,[EPA_SHIP] EPA identifies electric arc welding as the sector's leading energy-intensive process and electricity as 75-80% of sector energy spend (2004); share by rated-equipment logic.,medium
"Shipbuilding/ repair, boatyard",default,painting_coating,gas,0.15,,,engineering,Heated/ventilated paint halls and coating curing; engineering rationale.,medium
"Shipbuilding/ repair, boatyard",default,site_services,gas,0.6,,,engineering,[EPA_SHIP] Fossil fuels are only 20-25% of sector energy spend; space heating of large fabrication sheds is the principal gas use in UK-climate yards; engineering rationale.,medium
"Shipbuilding/ repair, boatyard",default,steel_prep_cutting,gas,0.25,,,engineering,[EPA_SHIP] Gas-fired heating for forming/forging and preheat named by EPA as a fossil-fuel process use (document level).,medium
"Shipbuilding/ repair, boatyard",default,cranes_material_handling,oil,0.6,,,engineering,"Diesel mobile cranes, transporters and yard vehicles; rated-equipment logic.",medium
"Shipbuilding/ repair, boatyard",default,dry_dock_services,oil,0.25,,,engineering,Diesel generators/pumps serving docks and vessels under repair; engineering rationale.,medium
"Shipbuilding/ repair, boatyard",default,site_services,oil,0.15,,,engineering,Oil-fired heating and small plant at yards off the gas grid; engineering rationale.,medium
Tannery,default,compressed_air,electricity,0.08,,,engineering,Typical industrial compressed-air share where spray finishing is present.,medium
Tannery,default,effluent_treatment,electricity,0.1,,,engineering,[TANBREF2013] Aeration/pumping load flagged as significant in BREF/UNIDO framework; document level.,medium
Tannery,default,finishing,electricity,0.12,,,engineering,"Spray lines, conveyors and presses; engineering estimate.",medium
Tannery,default,process_drums_machinery,electricity,0.4,,,engineering,[KANO2020] Factory machinery 39% of electricity in the Kano audit; drums are the dominant motor load.,medium
Tannery,default,site_services,electricity,0.3,,,engineering,"[KANO2020] Lighting 26% plus ventilation in the Kano audit (its 27% space cooling would be far smaller in the UK, offset here by heating fans/ventilation).",medium
Tannery,default,leather_drying,gas,0.35,,,engineering,"[TANBREF2013] Drying identified as the other principal thermal use (s4.12, Table 4.26 referenced); document level.",medium
Tannery,default,process_float_heating,gas,0.45,,,engineering,"[MDPITAN2023] Gas is 72-75% of the Catalonian tannery's energy, used mainly for hot water/steam for process floats; split between floats and drying is an engineering allocation.",medium
Tannery,default,site_services,gas,0.2,,,engineering,Space heating of production halls in a UK climate; engineering residual.,medium
Vehicle repair workshop / garage,default,site_services,electricity,0.64,,,published_sec,"[MIDAM_AUTOSHOP] Sum of lighting 29% + ventilation 12% + computing 8% + space cooling 7% + office equipment 4% + refrigeration 3% = 63/99, normalised.",medium
Vehicle repair workshop / garage,default,space_heating,electricity,0.03,,,published_sec,[MIDAM_AUTOSHOP] 3% electric space heating slice on the published chart.,medium
Vehicle repair workshop / garage,default,workshop_equipment,electricity,0.33,,,published_sec,"[MIDAM_AUTOSHOP] Auto-shop electricity pie chart: 33% miscellaneous (shop equipment), of 99% total shown, normalised. US utility source, hence medium not high.",medium
Vehicle repair workshop / garage,default,space_heating,gas,0.99,,,published_sec,[MIDAM_AUTOSHOP] Natural gas end-use chart: '1% water heating and 99% space heating'.,medium
Vehicle repair workshop / garage,default,water_heating,gas,0.01,,,published_sec,"[MIDAM_AUTOSHOP] Same chart, 1% water heating.",medium
Vehicle repair workshop / garage,default,space_heating,oil,0.99,,,engineering,[MIDAM_AUTOSHOP] Engineering: oil-heated garages (incl. waste-oil heaters) serve the same space-heating duty as gas; gas split applied to oil.,medium
Vehicle repair workshop / garage,default,water_heating,oil,0.01,,,engineering,[MIDAM_AUTOSHOP] Mirror of gas split.,medium
Wafer Fabrication,default,bulk_gases_cda,electricity,0.08,,,engineering,"[HUCHUAH2003] Sub-allocation of facility share (gases, CDA, vacuum).",medium
Wafer Fabrication,default,chilled_water_plant,electricity,0.18,,,engineering,[HUCHUAH2003] Sub-allocation of the 56.6% facility share; chiller plant is its largest component.,medium
Wafer Fabrication,default,cleanroom_hvac,electricity,0.25,,,engineering,[HUCHUAH2003] Sub-allocation of the published 56.6% facility share; consistent with SST2004 (HVAC up to 50% of fab electricity when chillers included).,medium
Wafer Fabrication,default,process_tools,electricity,0.4,,,published_sec,[HUCHUAH2003] Abstract: process tools ~40.4% of fab power (Taiwan survey; medium because non-UK and 2003).,medium
Wafer Fabrication,default,site_services,electricity,0.04,,,engineering,[HUCHUAH2003] Residual after published tools (40.4%) and facility (56.6%) shares.,medium
Wafer Fabrication,default,ultrapure_water,electricity,0.05,,,engineering,[HUCHUAH2003] Sub-allocation of facility share (UPW system).,medium
Wafer Fabrication,default,cleanroom_hvac,gas,0.75,,,engineering,"Fab gas is dominated by boilers for makeup-air heating/humidification and hot water; engineering allocation, no published split found.",medium
Wafer Fabrication,default,exhaust_abatement,gas,0.25,,,engineering,Fuel-fired point-of-use abatement and thermal oxidisers; engineering allocation.,medium
Works,default,machine_drive,electricity,0.48,,,published_sec,"[MECS2022_T52] MECS 2022 Table 5.2, NAICS 332: machine drive 66 of 138 TBtu allocated net electricity (transcribed from fetched PDF; row/subtotal consistency checked). US sector-level proxy.",medium
Works,default,other_process,electricity,0.04,,,published_sec,[MECS2022_T52] NAICS 332 other process 6/138.,medium
Works,default,process_cooling,electricity,0.02,,,published_sec,[MECS2022_T52] NAICS 332 process cooling 3/138.,medium
Works,default,process_heating,electricity,0.16,,,published_sec,[MECS2022_T52] NAICS 332 process heating electricity 22/138.,medium
Works,default,site_services,electricity,0.28,,,published_sec,[MECS2022_T52] NAICS 332 facility HVAC 20 + lighting 12 + other facility 4 + minor nonprocess ~2 = 38/138.,medium
Works,default,surface_treatment,electricity,0.02,,,published_sec,[MECS2022_T52] NAICS 332 electro-chemical 3/138.,medium
Works,default,process_heating,gas,0.64,,,published_sec,"[MECS2022_T52] NAICS 332 natural gas process heating 175/275. Derived from the rows (heating, boiler, HVAC) and subtotals that were internally consistent in the fetched transcription; one garbled machine-drive gas cell excluded.",medium
Works,default,site_services,gas,0.02,,,published_sec,[MECS2022_T52] NAICS 332 other facility support 3 + onsite transport 2 + small residual = ~9/275.,medium
Works,default,space_heating,gas,0.15,,,published_sec,[MECS2022_T52] NAICS 332 facility HVAC gas 40/275.,medium
Works,default,steam_hot_water,gas,0.19,,,published_sec,[MECS2022_T52] NAICS 332 indirect boiler gas 51/275.,medium
Workshop,default,machining_metalworking,electricity,0.47,,,fallback,"[MECS2022_T52] Borrowed from sibling activity 'Factory' (MECS 2022 NAICS 333 machinery electricity end-use split, machine drive 31 of ~66 TBtu allocated); document-level transcription of Table 5.2.",low
Workshop,default,other_process,electricity,0.04,,,fallback,[MECS2022_T52] Borrowed from 'Factory' (NAICS 333 other process 3/66).,low
Workshop,default,process_cooling,electricity,0.05,,,fallback,[MECS2022_T52] Borrowed from 'Factory' (NAICS 333 process cooling 3/66).,low
Workshop,default,process_heating,electricity,0.06,,,fallback,[MECS2022_T52] Borrowed from 'Factory' (NAICS 333 process heating electricity 4/66).,low
Workshop,default,site_services,electricity,0.38,,,fallback,[MECS2022_T52] Borrowed from 'Factory' (NAICS 333 facility HVAC 15 + lighting 7 + other facility 3 of 66).,low
Workshop,default,process_heating,gas,0.1,,,engineering,[MECS2022_T52] Engineering allowance for the minority of workshops with gas-fired brazing/ovens; scaled down from NAICS 333 sector share (36%).,medium
