carb3_activity,shape_id,process_id,shape_class,duty_factor,peak_to_mean,runs_when_idle,seasonality,provenance,confidence
Industrial NEC,industrial_nec__machine_drive,machine_drive,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('motors; compressors; pumps; fans') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Industrial NEC,industrial_nec__process_heating,process_heating,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('ovens; dryers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Industrial NEC,industrial_nec__process_cooling,process_cooling,standing,,,TRUE,summer_weighted,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('chillers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Industrial NEC,industrial_nec__other_process,other_process,intermittent,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('site-specific plant') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists welding, hand tools and workshop equipment under intermittent)",low
Industrial NEC,industrial_nec__steam_hot_water,steam_hot_water,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('boilers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Industrial NEC,industrial_nec__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('lighting; ventilation; offices') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Industrial NEC,industrial_nec__space_heating,space_heating,seasonal,,,FALSE,winter_weighted,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('warm-air heaters') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists space heating and seasonal campaigns under seasonal),low
Iron and/or Steel Works,iron_and_or_steel_works__coke_ovens,coke_ovens,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('coke oven battery; by-product plant') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Iron and/or Steel Works,iron_and_or_steel_works__sinter_plant,sinter_plant,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('sinter strand; ignition hood; main exhaust fans') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Iron and/or Steel Works,iron_and_or_steel_works__blast_furnace_ironmaking,blast_furnace_ironmaking,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('blast furnace; hot blast stoves; PCI plant; blowers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Iron and/or Steel Works,iron_and_or_steel_works__bof_steelmaking,bof_steelmaking,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('basic oxygen converter; air separation unit') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Iron and/or Steel Works,iron_and_or_steel_works__secondary_metallurgy,secondary_metallurgy,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('ladle furnace; degasser; ladle preheaters') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Iron and/or Steel Works,iron_and_or_steel_works__continuous_casting,continuous_casting,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('slab/bloom caster') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Iron and/or Steel Works,iron_and_or_steel_works__reheat_furnaces,reheat_furnaces,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('walking-beam furnaces') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Iron and/or Steel Works,iron_and_or_steel_works__hot_rolling,hot_rolling,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('mill main drives; cold mill; coating lines') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Iron and/or Steel Works,iron_and_or_steel_works__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('compressed air; water treatment; lighting; offices') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Iron and/or Steel Works,iron_and_or_steel_works__scrap_handling_preparation,scrap_handling_preparation,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('magnet cranes; scrap shears; charge buckets') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Iron and/or Steel Works,iron_and_or_steel_works__eaf_melting,eaf_melting,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('electric arc furnace; oxy-fuel burners; carbon/oxygen injection') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Iron and/or Steel Works,iron_and_or_steel_works__fume_extraction_auxiliaries,fume_extraction_auxiliaries,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('baghouse fans; water cooling pumps; melt-shop cranes') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Iron and/or Steel Works,iron_and_or_steel_works__hot_rolling_mill,hot_rolling_mill,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('bar/rod/section mill drive motors; shears; straighteners') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Laboratory,laboratory__hvac_ventilation,hvac_ventilation,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('AHU supply/extract fans; fume cupboard extract; chillers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Laboratory,laboratory__lab_equipment,lab_equipment,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('ULT freezers; incubators; autoclaves; analytical instruments; office I') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Laboratory,laboratory__lighting,lighting,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('lab and circulation lighting') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Laboratory,laboratory__space_water_heating,space_water_heating,seasonal,,,FALSE,winter_weighted,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('gas boilers; AHU heating coils/reheat; domestic hot water') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists space heating and seasonal campaigns under seasonal),low
"Large industrial (> 20,000 m2) NEC",large_industrial_20_000_m2_nec__machine_drive,machine_drive,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('production line motors; compressors; pumps; conveyors') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
"Large industrial (> 20,000 m2) NEC",large_industrial_20_000_m2_nec__process_heating,process_heating,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('ovens; dryers; furnaces') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
"Large industrial (> 20,000 m2) NEC",large_industrial_20_000_m2_nec__process_cooling,process_cooling,standing,,,TRUE,summer_weighted,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('chillers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
"Large industrial (> 20,000 m2) NEC",large_industrial_20_000_m2_nec__other_process,other_process,intermittent,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('site-specific plant') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists welding, hand tools and workshop equipment under intermittent)",low
"Large industrial (> 20,000 m2) NEC",large_industrial_20_000_m2_nec__steam_hot_water,steam_hot_water,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('steam boilers; CHP') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
"Large industrial (> 20,000 m2) NEC",large_industrial_20_000_m2_nec__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('high-bay lighting; AHUs; offices') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
"Large industrial (> 20,000 m2) NEC",large_industrial_20_000_m2_nec__space_heating,space_heating,seasonal,,,FALSE,winter_weighted,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('warm-air heaters; radiant heaters') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists space heating and seasonal campaigns under seasonal),low
Maltings - Non Trad,maltings_non_trad__steeping,steeping,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('steep vessels; aeration blowers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Maltings - Non Trad,maltings_non_trad__germination_vessels,germination_vessels,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('germination vessel fans; turning machines; humidifiers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Maltings - Non Trad,maltings_non_trad__kilning_heat,kilning_heat,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('gas burners; indirect air heaters; heat recovery exchangers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Maltings - Non Trad,maltings_non_trad__kiln_fans,kiln_fans,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('main kiln fans') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Maltings - Non Trad,maltings_non_trad__refrigeration_attemperation,refrigeration_attemperation,standing,,,TRUE,summer_weighted,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('chillers for steep/germination air conditioning') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Maltings - Non Trad,maltings_non_trad__grain_handling_dressing,grain_handling_dressing,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('elevators; screens; conveyors') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Maltings - Non Trad,maltings_non_trad__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('lighting; offices; compressed air') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Maltings - Trad,maltings_trad__steeping,steeping,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('steep tanks; aeration blowers; pumps') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Maltings - Trad,maltings_trad__floor_germination_turning,floor_germination_turning,intermittent,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('floor turners; ploughs') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists welding, hand tools and workshop equipment under intermittent)",low
Maltings - Trad,maltings_trad__kilning_heat,kilning_heat,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('gas-fired kiln air heaters; indirect heaters') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Maltings - Trad,maltings_trad__kiln_fans,kiln_fans,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('main kiln fans') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Maltings - Trad,maltings_trad__grain_handling_dressing,grain_handling_dressing,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('elevators; screens; conveyors') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Maltings - Trad,maltings_trad__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('lighting; small hot water plant') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Mill,mill__milling_grinding,milling_grinding,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('mills; grinders; crushers; dust extraction fans; air compressors') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Mill,mill__process_heating_drying,process_heating_drying,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('dryers; kilns') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Mill,mill__process_cooling,process_cooling,standing,,,TRUE,summer_weighted,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('chillers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Mill,mill__other_process,other_process,intermittent,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('screening; packing lines') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists welding, hand tools and workshop equipment under intermittent)",low
Mill,mill__steam_hot_water,steam_hot_water,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('steam boiler') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Mill,mill__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('lighting; fans; offices') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Mill,mill__space_heating,space_heating,seasonal,,,FALSE,winter_weighted,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('warm-air heaters') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists space heating and seasonal campaigns under seasonal),low
Mineral Production - Brine,mineral_production_brine__brine_well_pumping,brine_well_pumping,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('injection water pumps; brine transfer pumps') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Mineral Production - Brine,mineral_production_brine__brine_purification,brine_purification,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('chemical dosing; clarifiers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Mineral Production - Brine,mineral_production_brine__vacuum_evaporation,vacuum_evaporation,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('multi-effect evaporator vessels; steam boilers/CHP; vacuum pumps') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Mineral Production - Brine,mineral_production_brine__centrifuging,centrifuging,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('pusher centrifuges') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Mineral Production - Brine,mineral_production_brine__drying_grading,drying_grading,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('fluid-bed drier-coolers; sieves') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Mineral Production - Brine,mineral_production_brine__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('storage hoppers; conveyors; offices') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Mineral Production - Coal,mineral_production_coal__coal_preparation,coal_preparation,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('wash plant; dense-medium cyclones; mills') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Mineral Production - Coal,mineral_production_coal__ventilation,ventilation,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('main surface fans; booster fans') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Mineral Production - Coal,mineral_production_coal__materials_handling_conveyors,materials_handling_conveyors,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('trunk conveyors; stacker-reclaimers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Mineral Production - Coal,mineral_production_coal__crushing,crushing,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('rotary breakers; sizers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Mineral Production - Coal,mineral_production_coal__haulage_mobile_plant,haulage_mobile_plant,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('haul trucks; dozers; graders') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Mineral Production - Coal,mineral_production_coal__digging_loading,digging_loading,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('excavators; shovels; continuous miners') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Mineral Production - Coal,mineral_production_coal__drilling,drilling,intermittent,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('overburden drill rigs') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists welding, hand tools and workshop equipment under intermittent)",low
Mineral Production - Gas,mineral_production_gas__gas_compression,gas_compression,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('gas-turbine-driven centrifugal compressors; electric compressors') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Mineral Production - Gas,mineral_production_gas__process_heating_regeneration,process_heating_regeneration,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('glycol/amine reboilers; fired heaters') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Mineral Production - Gas,mineral_production_gas__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('control rooms; buildings; lighting') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Mineral Production - Inert,mineral_production_inert__materials_handling_loaders,materials_handling_loaders,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('wheel loaders; 360 excavators with sorting grabs') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Mineral Production - Inert,mineral_production_inert__internal_haulage,internal_haulage,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('dump trucks; tractor units') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Mineral Production - Inert,mineral_production_inert__crushing,crushing,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('jaw/impact crushers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Mineral Production - Inert,mineral_production_inert__screening,screening,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('scalping screens; picking stations; overband magnets') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Mineral Production - Inert,mineral_production_inert__mobile_crushing_screening,mobile_crushing_screening,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('tracked mobile crushers; tracked screens') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Mineral Production - Inert,mineral_production_inert__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('weighbridge; offices; wheel wash') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Mineral Production - Oil,mineral_production_oil__artificial_lift,artificial_lift,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('beam pumps (nodding donkeys); electric submersible pumps') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Mineral Production - Oil,mineral_production_oil__water_injection,water_injection,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('high-pressure injection pumps') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Mineral Production - Oil,mineral_production_oil__processing_separation_export,processing_separation_export,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('separators; crude heaters; export pumps') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Mineral Production - Oil,mineral_production_oil__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('control rooms; lighting; instrument air') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Mineral Production - Other Mineral Category,mineral_production_other_mineral_category__drilling,drilling,intermittent,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('drill rigs') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists welding, hand tools and workshop equipment under intermittent)",low
Mineral Production - Other Mineral Category,mineral_production_other_mineral_category__extraction_loading,extraction_loading,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('excavators; shovels') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Mineral Production - Other Mineral Category,mineral_production_other_mineral_category__haulage,haulage,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('dump trucks; loaders') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Mineral Production - Other Mineral Category,mineral_production_other_mineral_category__crushing,crushing,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('crushers; mills') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Mineral Production - Other Mineral Category,mineral_production_other_mineral_category__screening,screening,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('screens; classifiers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Mineral Production - Other Mineral Category,mineral_production_other_mineral_category__conveying,conveying,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('belt conveyors') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Mineral Production - Other Mineral Category,mineral_production_other_mineral_category__dewatering_pumping,dewatering_pumping,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('sump pumps') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Mineral Production - Other Mineral Category,mineral_production_other_mineral_category__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('offices; workshops') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Mineral Production - Putrescible,mineral_production_putrescible__reception_depackaging_shredding,reception_depackaging_shredding,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('depackagers; slow-speed shredders; hammer mills') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Mineral Production - Putrescible,mineral_production_putrescible__digester_mixing_pumping,digester_mixing_pumping,flat,,,FALSE,none,"[IEA_FW] 'Core continuous electrical loads of an AD plant' within the 59.1 kWh/t parasitic demand (Table 5, p.20), via activity_process_register.csv; shape_class per [CARB3_SPEC_IMPL] §3.13 shape-class table",medium
