unit_id,carb3_activity,process_id,min_duty,max_share,earliest_year,provenance,notes,provenance_ref
chp_gas_ccgt,Abattoir / Slaughter House,scalding_singeing,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Abattoir / Slaughter House,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Aircraft works,space_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Aircraft works,steam_hot_water,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Aircraft works,surface_treatment,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Aluminium Smelting Works,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Artificial Fibre Works,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Beet Sugar Factory,crystallisation_sugar_house,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Beet Sugar Factory,evaporation,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Beet Sugar Factory,extraction_diffusion,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Beet Sugar Factory,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Brewery,brewhouse,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Brewery,cip_utilities,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Brewery,packaging,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Brewery,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Brickworks / clay tile/pipe works,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Cement Tile Works,curing_chambers,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_lt60 (rank 1); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Cement Tile Works,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Chemical Works,distillation_separation,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Chemical Works,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Chemical Works,utilities_steam,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Coking and Carbonising Plant,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Concrete Block Works,curing_kilns,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Concrete Product Works,curing,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Concrete Product Works,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Concrete batching plant,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Concrete batching plant,water_aggregate_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Creamery,cip_hot_water,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Creamery,heat_treatment_pasteurisation,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Creamery,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Distillery,continuous_distillation,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Distillery,cooking_conversion,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Distillery,coproduct_evaporation,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Distillery,distillation,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Distillery,milling_mashing,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Distillery,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Exhaust and tyre centre,space_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Exhaust and tyre centre,water_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Factory,space_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Factory,steam_hot_water,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Flour Mill,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Food Processing Centre,boiler_steam_hot_water,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); STM on heat_100_150 (rank 3); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Food Processing Centre,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Foundry,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Industrial NEC,space_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Industrial NEC,steam_hot_water,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Iron and/or Steel Works,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Laboratory,space_water_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,"Large industrial (> 20,000 m2) NEC",other_process,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_100_150 (rank 3); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,"Large industrial (> 20,000 m2) NEC",site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,"Large industrial (> 20,000 m2) NEC",space_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,"Large industrial (> 20,000 m2) NEC",steam_hot_water,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Maltings - Non Trad,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Maltings - Trad,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Mill,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Mill,space_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Mill,steam_hot_water,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Mineral Production - Brine,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Mineral Production - Brine,vacuum_evaporation,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Mineral Production - Gas,process_heating_regeneration,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_100_150 (rank 3); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Mineral Production - Gas,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Mineral Production - Putrescible,pasteurisation_digester_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Motor Vehicle Works,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Motor Vehicle Works,space_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Motor Vehicle Works,steam_hot_water,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Newspaper print works,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,"Oil refinery, gas processing etc",alkylation,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_150_400 (rank 4); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,"Oil refinery, gas processing etc",utilities_steam,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_150_400 (rank 4); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Paper Mill,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Post Office Sorting Centre,space_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Post Office Sorting Centre,water_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Pottery,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Provender Mill,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Provender Mill,steam_conditioning,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves STM on heat_100_150 (rank 3); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Scrap Metal/Breakers Yard,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,"Shipbuilding/ repair, boatyard",painting_coating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,"Shipbuilding/ repair, boatyard",site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Tannery,process_float_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves LTH on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Tannery,site_services,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
chp_gas_ccgt,Vehicle repair workshop / garage,space_heating,,,,proxy,"Rebuilt from the join (note 22 Task 10, 2026-09-25): serves SPC on heat_60_100 (rank 2); grade_out 4 reaches it under C10 (the grade cascade). Carrier family, grade in C10's direction, costed with coefficients, every intermediate input produced at the activity - see build/rebuild_eligibility_join.py.",[CARB3_SPEC_IMPL]
