carb3_activity,process_set_id,process_id,duty_family,carrier_id,grade_rank,duty_share,share_low,share_high,evidence_tier,provenance,confidence
Industrial NEC,default,process_heating,PHEAT,heat_100_150,3,1.00000,,,fallback,"[REF_DESNZ_ELEC] via process_decarbonisation_options.csv gives THIS activity's steam_hot_water as ""LP steam/hot water under ~150C"" but makes no statement about process_heating here. Band 3 (100-150C) is carried across from the Factory activity's process_heating row (""Low-temp process heat/drying to ~150C"", [REF_DESNZ_ELEC]) as the NAMED ANALOGUE - the two generic activities share an energy profile row for row. Not a read figure for this activity.",low
Industrial NEC,default,process_cooling,REF,cooling,,1.00000,,,published_sec,"[MECS2022_T52] Table 5.2 - ""process cooling and refrigeration"" is a distinct end use.",medium
Industrial NEC,default,other_process,OTH,motive_power,,1.00000,,,fallback,"[MECS2022_T52] Table 5.2 ""other process use"". [CARB3_WE_FOOD] section 3.2 is the repo precedent for carrying a bundled electrical overhead as motive power. The gas component is not separated by any source.",low
Industrial NEC,default,steam_hot_water,STM,heat_100_150,3,1.00000,,,published_sec,"[REF_DESNZ_ELEC] via process_decarbonisation_options.csv, Industrial NEC/steam_hot_water: ""LP steam/hot water under ~150C"". Band 3 (100-150C).",medium
Industrial NEC,default,site_services,MOT,motive_power,,1.00000,,,fallback,"[CARB3_WE_FOOD] section 3.2 precedent for carrying a bundled electrical overhead as motive power. space_heating is a separate register process at this activity, so the bundle's space-heat duty is carried there. The small gas share activity_process_energy_profile.csv gives this bundle (ventilation/AHU heating) is not separated by any source.",low
Industrial NEC,default,space_heating,SPC,heat_60_100,2,1.00000,,,engineering,"[CARB3_WE_FOOD] section 3.2 places a space-heating duty (""SPC - space heating"") at heat_60_100, grade 2. Warm-air, radiant and wet systems in industrial buildings deliver into band 2 (60-100C). Named analogue; no temperature was read for this activity.",medium
Iron and/or Steel Works,eaf,scrap_handling_preparation,MOT,motive_power,,1.00000,,,engineering,"[DECC2015_IS] document level - magnet cranes, scrap shears and charge buckets are shaft work.",medium
Iron and/or Steel Works,eaf,eaf_melting,HTH,heat_gt1000,6,1.00000,,,published_sec,"[DECC2015_IS] and [IS_BREF2013] document level. Liquid steel is tapped above 1600 C; corroborated by [REF_BOSTON] via decarbonisation_options_library.csv option molten_oxide_electrolysis, ""Direct electrolytic reduction of iron ore to liquid metal at ~1600C"". Band 6 (>1000C).",medium
Iron and/or Steel Works,eaf,secondary_metallurgy,HTH,heat_gt1000,6,1.00000,,,engineering,"[IS_BREF2013] document level - ladle arc furnace, vacuum degasser and gas-fired ladle preheaters all act on liquid steel above 1600 C. Band 6 (>1000C). No page-level temperature was read; the band rests on the metallurgy.",medium
Iron and/or Steel Works,eaf,fume_extraction_auxiliaries,MOT,motive_power,,1.00000,,,engineering,"[DECC2015_IS] document level - baghouse fans, water cooling pumps and melt-shop cranes are shaft work.",medium
Iron and/or Steel Works,eaf,continuous_casting,MOT,motive_power,,1.00000,,,fallback,"[IS_BREF2013] document level - the caster receives liquid steel and EXTRACTS heat; its energy input is drive and water-system shaft work, plus tundish heaters that no source separates. [CARB3_WE_CEMENT] section 3.2's treatment of clinker_cooling as MOT/motive_power is the named precedent for a heat-rejecting stage.",low
Iron and/or Steel Works,eaf,reheat_furnaces,HTH,heat_gt1000,6,1.00000,,,published_sec,"[DECC2015_IS] document level and [REF_OVAKO] document level (hydrogen reheating of steel). Steel is reheated for rolling to roughly 1200 C, band 6 (>1000C); corroborated by [ESSITY2022] via decarbonisation_options_library.csv option h2_kiln_furnace_burner, ""Direct-fired process heat from ~200C dryers to >1500C melting furnaces and kilns"".",medium
Iron and/or Steel Works,eaf,hot_rolling_mill,MOT,motive_power,,1.00000,,,published_sec,"[DECC2015_IS] and [STUBBLES2000] document level - bar/rod/section mill drive motors, shears and straighteners are the dominant electric shaft-work load. NOTE: the HRS duty family (the steel hot-rolling chemistry node) cannot be used here because carrier.csv has no steel-product carrier to point it at - see DONE_duty_a.md.",medium
Iron and/or Steel Works,eaf,site_services,SPC,heat_60_100,2,0.55000,,,fallback,"[CARB3_WE_FOOD] section 3.2 treats a site-overhead bundle as two duties - the gas as space heat at band 2 (60-100C), the electricity as motive power. The band is taken from that worked example. The 0.55/0.45 split is the same example's delivered-energy ratio (0.021000 PJ gas / 0.017226 PJ electricity) used as a NAMED ANALOGUE because no source splits this activity's bundle. Fallback reasoning, not a read figure.",low
Iron and/or Steel Works,eaf,site_services,MOT,motive_power,,0.45000,,,fallback,"[CARB3_WE_FOOD] section 3.2: ""its electricity is motive power, which is the ordinary shape for a process that is really a bundle of site overheads"". Share is the analogue complement of this process's SPC row. Fallback reasoning, not a read figure.",low
Iron and/or Steel Works,bf_bof,coke_ovens,HTH,heat_gt1000,6,1.00000,,,engineering,"[IS_BREF2013] document level - on-site coke oven battery and by-product plant. Coke oven underfiring carbonises the charge above 1000 C, so band 6 (>1000C); same reasoning and same band as Coking and Carbonising Plant/oven_battery_carbonisation in this file. NO PAGE-LEVEL TEMPERATURE WAS READ. Differs from the eaf default set, which has no coke ovens, so this row is not inherited.",medium
Iron and/or Steel Works,bf_bof,sinter_plant,HTH,heat_gt1000,6,1.00000,,,engineering,[IS_BREF2013] document level - the sinter strand ignition hood and bed combustion fuse the ore burden above 1000 C. Band 6 (>1000C). No page-level temperature was read; the band rests on the fusion chemistry.,medium
Iron and/or Steel Works,bf_bof,blast_furnace_ironmaking,HTH,heat_gt1000,6,1.00000,,,published_sec,"[DECC2015_IS] and [IS_BREF2013] document level - blast furnace, hot blast stoves and PCI. The hearth and stoves operate above 1000 C; corroborated by [REF_BOSTON] via decarbonisation_options_library.csv option molten_oxide_electrolysis, ""~1600C"" for liquid iron. Band 6 (>1000C).",medium
Iron and/or Steel Works,bf_bof,bof_steelmaking,HTH,heat_gt1000,6,1.00000,,,published_sec,"[DECC2015_IS] and [IS_BREF2013] document level - basic oxygen converter and air separation unit. Liquid steel is tapped above 1600 C, band 6 (>1000C). The BOF is autothermal on the hot metal's own carbon, which is why activity_process_energy_profile.csv gives it electricity only; the DUTY is still high-grade heat.",medium
Iron and/or Steel Works,bf_bof,secondary_metallurgy,HTH,heat_gt1000,6,1.00000,,,engineering,"[IS_BREF2013] document level - ladle furnace, degasser and ladle preheaters act on liquid steel above 1600 C. Band 6 (>1000C). Identical to the eaf default set's row; restated rather than inherited so every register row in this lane carries a duty row.",medium
Iron and/or Steel Works,bf_bof,continuous_casting,MOT,motive_power,,1.00000,,,fallback,[IS_BREF2013] document level - the slab/bloom caster receives liquid steel and EXTRACTS heat; its energy input is drive and water-system shaft work. [CARB3_WE_CEMENT] section 3.2's treatment of clinker_cooling as MOT/motive_power is the named precedent. Identical to the eaf default set's row.,low
Iron and/or Steel Works,bf_bof,reheat_furnaces,HTH,heat_gt1000,6,1.00000,,,published_sec,"[DECC2015_IS] document level and [REF_OVAKO] document level. Walking-beam furnaces reheat steel to roughly 1200 C, band 6 (>1000C); [ESSITY2022] via decarbonisation_options_library.csv option h2_kiln_furnace_burner corroborates the range. Identical to the eaf default set's row.",medium
Iron and/or Steel Works,bf_bof,hot_rolling,MOT,motive_power,,1.00000,,,published_sec,"[DECC2015_IS] and [STUBBLES2000] document level - mill main drives, cold mill and coating lines are the dominant electric shaft-work load. NOTE: the HRS duty family cannot be used here because carrier.csv has no steel-product carrier - see DONE_duty_a.md.",medium
Iron and/or Steel Works,bf_bof,site_services,SPC,heat_60_100,2,0.55000,,,fallback,"[CARB3_WE_FOOD] section 3.2 treats a site-overhead bundle as two duties - the gas as space heat at band 2 (60-100C), the electricity as motive power. The band is taken from that worked example. The 0.55/0.45 split is the same example's delivered-energy ratio (0.021000 PJ gas / 0.017226 PJ electricity) used as a NAMED ANALOGUE because no source splits this activity's bundle. Fallback reasoning, not a read figure. Restated rather than inherited so every register row in this lane carries a duty row.",low
Iron and/or Steel Works,bf_bof,site_services,MOT,motive_power,,0.45000,,,fallback,"[CARB3_WE_FOOD] section 3.2: ""its electricity is motive power, which is the ordinary shape for a process that is really a bundle of site overheads"". Share is the analogue complement of this process's SPC row. Fallback reasoning, not a read figure.",low
Laboratory,default,hvac_ventilation,MOT,motive_power,,1.00,,,engineering,"[SLAB2011] Table 7 p16 university laboratory end-use split, as carried into activity_process_energy_profile.csv | [LBNL357E] p4 laboratory benchmarking: ventilation air change rates dominate laboratory energy | Fan and pump work for supply, fume extract and AHU circulation is the service; the register also names cooling, a REF duty for which no split is published - recorded as a gap in DONE_duty_b.md",medium
Laboratory,default,lab_equipment,OTH,electricity,,1.00,,,engineering,"[SLAB2011] Table 7 p16 university laboratory end-use split, as carried into activity_process_energy_profile.csv | OTH resolves to electricity: instruments, small power and IT deliver their service as electricity with no intermediate carrier. Ultra-low-temperature freezers inside this process are a REF duty (repo option ult_freezer_optimisation, '-70C setpoints') that no source splits out",medium
Laboratory,default,lighting,OTH,electricity,,1.00,,,engineering,"[SLAB2011] Table 7 p16 university laboratory end-use split, as carried into activity_process_energy_profile.csv | OTH resolves to electricity: lighting has no intermediate service carrier in carrier.csv - see DONE_duty_b.md Q3",medium
Laboratory,default,space_water_heating,SPC,heat_60_100,2,1.00,,,published_sec,"[CIBSEJ_RETURN] 'design for the peak with a flow return temperature of 82/71C does not suffice' (opening paragraph) and 'stored DHW needs to be at 60C to prevent legionella' (panel 'How bypasses can increase return temperatures'); [REF_DESNZ_ELEC] Table 3 p20 places Space Heating in the <100C band | Single row at 1.0: the register bundles space heating, hot water and AHU reheat and no source splits them; all three are served at the same LPHW grade",medium
"Large industrial (> 20,000 m2) NEC",default,machine_drive,MOT,motive_power,,1.00,,,fallback,"[MECS2022_T52] EIA MECS 2022 Table 5.2 end-use split, the same source activity_process_energy_profile.csv uses for this activity | Row borrowed from the sibling activity 'Factory' exactly as activity_process_energy_profile.csv does; a not-elsewhere-classified activity can have no direct evidence",low
"Large industrial (> 20,000 m2) NEC",default,process_heating,HTH,heat_400_1000,5,1.00,,,fallback,"[REF_DESNZ_ELEC] Table 3 p20 places 'Annealing Furnace' in the 400-1000C band; no source found for this catch-all process itself, so the band is borrowed from that analogous metal heat-treatment furnace duty | [MECS2022_T52] EIA MECS 2022 Table 5.2 end-use split, the same source activity_process_energy_profile.csv uses for this activity | Both vectors serve the same process-heat duty, so no split is needed. The register bundles ovens, dryers and furnaces, which span bands 3 to 6; the band is the furnace analogue",low
"Large industrial (> 20,000 m2) NEC",default,process_cooling,REF,cooling,,1.00,,,fallback,"[MECS2022_T52] EIA MECS 2022 Table 5.2 end-use split, the same source activity_process_energy_profile.csv uses for this activity",low
"Large industrial (> 20,000 m2) NEC",default,other_process,OTH,electricity,,0.36,,,fallback,"[MECS2022_T52] EIA MECS 2022 Table 5.2 end-use split, the same source activity_process_energy_profile.csv uses for this activity | No published duty split was found for this process. The share is the process's own vector shares in activity_process_energy_profile.csv renormalised across the vectors it draws, which assumes the activity's vector totals are equal. That assumption is a structural placeholder, not evidence - see DONE_duty_b.md Q1 | OTH resolves to electricity for the electrical part of this residual bucket",low
"Large industrial (> 20,000 m2) NEC",default,other_process,LTH,heat_100_150,3,0.64,,,fallback,"[MECS2022_T52] EIA MECS 2022 Table 5.2 end-use split, the same source activity_process_energy_profile.csv uses for this activity | No published duty split was found for this process. The share is the process's own vector shares in activity_process_energy_profile.csv renormalised across the vectors it draws, which assumes the activity's vector totals are equal. That assumption is a structural placeholder, not evidence - see DONE_duty_b.md Q1 | [REF_DESNZ_ELEC] Table 3 p20 places 'Steam Generation' in the 100-400C band; the narrower 'LP steam/hot water under ~150C' reading is the repo's own option note for htp_heat_pump_100_150 in process_decarbonisation_options.csv, whose provenance there is [REF_DESNZ_ELEC] HTHP TRL 7-9 per DESNZ/ERM | The gas part of this residual bucket is low-temperature process heat",low
"Large industrial (> 20,000 m2) NEC",default,steam_hot_water,STM,heat_100_150,3,1.00,,,published_sec,"[REF_DESNZ_ELEC] Table 3 p20 places 'Steam Generation' in the 100-400C band; the narrower 'LP steam/hot water under ~150C' reading is the repo's own option note for htp_heat_pump_100_150 in process_decarbonisation_options.csv, whose provenance there is [REF_DESNZ_ELEC] HTHP TRL 7-9 per DESNZ/ERM",medium
"Large industrial (> 20,000 m2) NEC",default,site_services,MOT,motive_power,,0.95,,,fallback,"[MECS2022_T52] EIA MECS 2022 Table 5.2 end-use split, the same source activity_process_energy_profile.csv uses for this activity | No published duty split was found for this process. The share is the process's own vector shares in activity_process_energy_profile.csv renormalised across the vectors it draws, which assumes the activity's vector totals are equal. That assumption is a structural placeholder, not evidence - see DONE_duty_b.md Q1",low
"Large industrial (> 20,000 m2) NEC",default,site_services,SPC,heat_60_100,2,0.05,,,fallback,"[CIBSEJ_RETURN] 'design for the peak with a flow return temperature of 82/71C does not suffice' (opening paragraph) and 'stored DHW needs to be at 60C to prevent legionella' (panel 'How bypasses can increase return temperatures'); [REF_DESNZ_ELEC] Table 3 p20 places Space Heating in the <100C band | No published duty split was found for this process. The share is the process's own vector shares in activity_process_energy_profile.csv renormalised across the vectors it draws, which assumes the activity's vector totals are equal. That assumption is a structural placeholder, not evidence - see DONE_duty_b.md Q1",low
"Large industrial (> 20,000 m2) NEC",default,space_heating,SPC,heat_60_100,2,1.00,,,published_sec,[CIBSEJ_RETURN] 'design for the peak with a flow return temperature of 82/71C does not suffice' (opening paragraph) and 'stored DHW needs to be at 60C to prevent legionella' (panel 'How bypasses can increase return temperatures'); [REF_DESNZ_ELEC] Table 3 p20 places Space Heating in the <100C band,medium
Maltings - Non Trad,default,steeping,MOT,motive_power,,1.00,,,engineering,"[MAGB_ENERGY] Maltsters' Association of Great Britain energy-use pages, document level, cited for this process at document level in activity_process_register.csv. Steep water handling, aeration blowers and CO2 extraction fans are shaft work; electricity vector only in activity_process_energy_profile.csv",medium
Maltings - Non Trad,default,germination_vessels,MOT,motive_power,,1.00,,,fallback,"No published source was found for this process. The duty family is read directly off the equipment activity_process_register.csv names for it (equipment_examples: germination vessel fans; turning machines; humidifiers), which is a repo file rather than a citable source; activity_process_energy_profile.csv records its own share for the process as 'engineering rationale' with no reference either. Nothing here is a number, only a family assignment",low
Maltings - Non Trad,default,kilning_heat,DRY,heat_60_100,2,1.00,,,published_sec,"[BOORTMALT_HP] '~60-90C kiln air' - read in docs/notes/data/decarbonisation_options_library.csv (option malting_kiln_heat_pump, duty field), not in the source document itself; [REF_DESNZ_ELEC] Table 3 p20 places food-sector 'Thermal Drying' in the <100C band | Both the gas and the biomass vector serve the same kiln-air duty, so no split is needed",medium
Maltings - Non Trad,default,kiln_fans,MOT,motive_power,,1.00,,,engineering,"[MAGB_ENERGY] 'Kiln fans largest motor load (MAGB fan/VSD emphasis, document level)', as carried in activity_process_energy_profile.csv. Kiln recirculation and exhaust fans are shaft work; electricity vector only",medium
Maltings - Non Trad,default,refrigeration_attemperation,REF,cooling,,1.00,,,fallback,"No published source was found for this process. The duty family is read directly off the equipment activity_process_register.csv names for it (equipment_examples: chillers for steep/germination air conditioning), which is a repo file rather than a citable source; activity_process_energy_profile.csv records its own share for the process as 'engineering rationale' with no reference either. Nothing here is a number, only a family assignment",low
Maltings - Non Trad,default,grain_handling_dressing,MOT,motive_power,,1.00,,,fallback,"No published source was found for this process. The duty family is read directly off the equipment activity_process_register.csv names for it (equipment_examples: elevators; screens; conveyors), which is a repo file rather than a citable source; activity_process_energy_profile.csv records its own share for the process as 'engineering rationale' with no reference either. Nothing here is a number, only a family assignment",low
Maltings - Non Trad,default,site_services,MOT,motive_power,,0.50,,,fallback,"No published duty split was found for this process. The share is the process's own vector shares in activity_process_energy_profile.csv renormalised across the vectors it draws, which assumes the activity's vector totals are equal. That assumption is a structural placeholder, not evidence - see DONE_duty_b.md Q1 | Lighting, offices and small power; the register for Maltings - Trad also names steep water heating inside this bundle",low
Maltings - Non Trad,default,site_services,SPC,heat_60_100,2,0.50,,,fallback,"[CIBSEJ_RETURN] 'design for the peak with a flow return temperature of 82/71C does not suffice' (opening paragraph) and 'stored DHW needs to be at 60C to prevent legionella' (panel 'How bypasses can increase return temperatures'); [REF_DESNZ_ELEC] Table 3 p20 places Space Heating in the <100C band | No published duty split was found for this process. The share is the process's own vector shares in activity_process_energy_profile.csv renormalised across the vectors it draws, which assumes the activity's vector totals are equal. That assumption is a structural placeholder, not evidence - see DONE_duty_b.md Q1",low
Maltings - Trad,default,steeping,MOT,motive_power,,1.00,,,engineering,"[MAGB_ENERGY] Maltsters' Association of Great Britain energy-use pages, document level, cited for this process at document level in activity_process_register.csv. Steep water handling, aeration blowers and CO2 extraction fans are shaft work; electricity vector only in activity_process_energy_profile.csv",medium
Maltings - Trad,default,floor_germination_turning,MOT,motive_power,,1.00,,,fallback,"No published source was found for this process. The duty family is read directly off the equipment activity_process_register.csv names for it (equipment_examples: floor turners; ploughs), which is a repo file rather than a citable source; activity_process_energy_profile.csv records its own share for the process as 'engineering rationale' with no reference either. Nothing here is a number, only a family assignment",low
Maltings - Trad,default,kilning_heat,DRY,heat_60_100,2,1.00,,,published_sec,"[BOORTMALT_HP] '~60-90C kiln air' - read in docs/notes/data/decarbonisation_options_library.csv (option malting_kiln_heat_pump, duty field), not in the source document itself; [REF_DESNZ_ELEC] Table 3 p20 places food-sector 'Thermal Drying' in the <100C band | Both the gas and the biomass vector serve the same kiln-air duty, so no split is needed",medium
Maltings - Trad,default,kiln_fans,MOT,motive_power,,1.00,,,engineering,"[MAGB_ENERGY] 'Kiln fans largest motor load (MAGB fan/VSD emphasis, document level)', as carried in activity_process_energy_profile.csv. Kiln recirculation and exhaust fans are shaft work; electricity vector only",medium
Maltings - Trad,default,grain_handling_dressing,MOT,motive_power,,1.00,,,fallback,"No published source was found for this process. The duty family is read directly off the equipment activity_process_register.csv names for it (equipment_examples: elevators; screens; conveyors), which is a repo file rather than a citable source; activity_process_energy_profile.csv records its own share for the process as 'engineering rationale' with no reference either. Nothing here is a number, only a family assignment",low
Maltings - Trad,default,site_services,MOT,motive_power,,0.67,,,fallback,"No published duty split was found for this process. The share is the process's own vector shares in activity_process_energy_profile.csv renormalised across the vectors it draws, which assumes the activity's vector totals are equal. That assumption is a structural placeholder, not evidence - see DONE_duty_b.md Q1 | Lighting, offices and small power; the register for Maltings - Trad also names steep water heating inside this bundle",low
Maltings - Trad,default,site_services,SPC,heat_60_100,2,0.33,,,fallback,"[CIBSEJ_RETURN] 'design for the peak with a flow return temperature of 82/71C does not suffice' (opening paragraph) and 'stored DHW needs to be at 60C to prevent legionella' (panel 'How bypasses can increase return temperatures'); [REF_DESNZ_ELEC] Table 3 p20 places Space Heating in the <100C band | No published duty split was found for this process. The share is the process's own vector shares in activity_process_energy_profile.csv renormalised across the vectors it draws, which assumes the activity's vector totals are equal. That assumption is a structural placeholder, not evidence - see DONE_duty_b.md Q1",low
Mill,default,milling_grinding,MOT,motive_power,,1.00,,,published_sec,"[WORLDGRAIN2010] 'Electrical energy savings in flour milling' and [ALIU2018] flour-mill energy audit (Table 1, energy-consuming machines): roll stands, purifiers, sifters and pneumatic conveying are the mill load",medium
Mill,default,process_heating_drying,DRY,heat_100_150,3,1.00,,,fallback,"The repo's own option note gives 'Drying air to ~150C, best with exhaust heat recovery' (process_decarbonisation_options.csv, Mill / process_heating_drying / htp_heat_pump_100_150), whose provenance there is [REF_DESNZ_ELEC] HTHP TRL 7-9 per DESNZ/ERM - a technology-readiness citation, not a temperature measurement. [REF_DESNZ_ELEC] Table 3 p20 places generic 'Ovens' and 'Steam Generation' in the 100-400C band | Both vectors serve the same drying duty, so no split is needed",low
Mill,default,process_cooling,REF,cooling,,1.00,,,engineering,"[CTV059] Carbon Trust manufacturing energy saving opportunities guide (CTV059 v2), motor and compressed-air end uses",medium
Mill,default,other_process,OTH,electricity,,1.00,,,fallback,"[CTV059] Carbon Trust manufacturing energy saving opportunities guide (CTV059 v2), motor and compressed-air end uses | Residual electrical bucket; OTH resolves to electricity",low
Mill,default,steam_hot_water,STM,heat_100_150,3,1.00,,,published_sec,"[REF_DESNZ_ELEC] Table 3 p20 places 'Steam Generation' in the 100-400C band; the narrower 'LP steam/hot water under ~150C' reading is the repo's own option note for htp_heat_pump_100_150 in process_decarbonisation_options.csv, whose provenance there is [REF_DESNZ_ELEC] HTHP TRL 7-9 per DESNZ/ERM",medium
Mill,default,site_services,MOT,motive_power,,0.93,,,fallback,"No published duty split was found for this process. The share is the process's own vector shares in activity_process_energy_profile.csv renormalised across the vectors it draws, which assumes the activity's vector totals are equal. That assumption is a structural placeholder, not evidence - see DONE_duty_b.md Q1",low
Mill,default,site_services,SPC,heat_60_100,2,0.07,,,fallback,"[CIBSEJ_RETURN] 'design for the peak with a flow return temperature of 82/71C does not suffice' (opening paragraph) and 'stored DHW needs to be at 60C to prevent legionella' (panel 'How bypasses can increase return temperatures'); [REF_DESNZ_ELEC] Table 3 p20 places Space Heating in the <100C band | No published duty split was found for this process. The share is the process's own vector shares in activity_process_energy_profile.csv renormalised across the vectors it draws, which assumes the activity's vector totals are equal. That assumption is a structural placeholder, not evidence - see DONE_duty_b.md Q1",low
Mill,default,space_heating,SPC,heat_60_100,2,1.00,,,published_sec,[CIBSEJ_RETURN] 'design for the peak with a flow return temperature of 82/71C does not suffice' (opening paragraph) and 'stored DHW needs to be at 60C to prevent legionella' (panel 'How bypasses can increase return temperatures'); [REF_DESNZ_ELEC] Table 3 p20 places Space Heating in the <100C band,medium
Mineral Production - Brine,default,brine_well_pumping,MOT,motive_power,,1.00,,,published_sec,"[REF_PBL21] p33: 'Steam from a power plant at a pressure of 3.3 bar and temperature of 150 C heats the brine to its boiling point via a heat exchanger (2 bar, 120 C)... In subsequent steps, lower pressure and temperature are deployed; 0.9 bar and 95 C, 0.3 bar and 70 C, 0.1 bar and 50 C' | Solution-mining injection and brine lift pumps are shaft work; electricity vector only",medium
Mineral Production - Brine,default,brine_purification,MOT,motive_power,,1.00,,,fallback,"[REF_PBL21] p33: 'Steam from a power plant at a pressure of 3.3 bar and temperature of 150 C heats the brine to its boiling point via a heat exchanger (2 bar, 120 C)... In subsequent steps, lower pressure and temperature are deployed; 0.9 bar and 95 C, 0.3 bar and 70 C, 0.1 bar and 50 C' | activity_process_energy_profile.csv holds no row for this process, so its energy is unquantified. Purification is chemical dosing with agitation, settling and filtration pumps, so the duty is shaft work",low
Mineral Production - Brine,default,vacuum_evaporation,STM,heat_100_150,3,0.71,,,fallback,"[REF_PBL21] p33: 'Steam from a power plant at a pressure of 3.3 bar and temperature of 150 C heats the brine to its boiling point via a heat exchanger (2 bar, 120 C)... In subsequent steps, lower pressure and temperature are deployed; 0.9 bar and 95 C, 0.3 bar and 70 C, 0.1 bar and 50 C' | No published duty split was found for this process. The share is the process's own vector shares in activity_process_energy_profile.csv renormalised across the vectors it draws, which assumes the activity's vector totals are equal. That assumption is a structural placeholder, not evidence - see DONE_duty_b.md Q1",low
Mineral Production - Brine,default,vacuum_evaporation,MOT,motive_power,,0.29,,,fallback,"[REF_PBL21] p33: 'Steam from a power plant at a pressure of 3.3 bar and temperature of 150 C heats the brine to its boiling point via a heat exchanger (2 bar, 120 C)... In subsequent steps, lower pressure and temperature are deployed; 0.9 bar and 95 C, 0.3 bar and 70 C, 0.1 bar and 50 C' | No published duty split was found for this process. The share is the process's own vector shares in activity_process_energy_profile.csv renormalised across the vectors it draws, which assumes the activity's vector totals are equal. That assumption is a structural placeholder, not evidence - see DONE_duty_b.md Q1 | Vacuum pumps, circulation pumps and condenser duty",low
Mineral Production - Brine,default,centrifuging,MOT,motive_power,,1.00,,,engineering,"[REF_PBL21] p33: 'Steam from a power plant at a pressure of 3.3 bar and temperature of 150 C heats the brine to its boiling point via a heat exchanger (2 bar, 120 C)... In subsequent steps, lower pressure and temperature are deployed; 0.9 bar and 95 C, 0.3 bar and 70 C, 0.1 bar and 50 C' | [SALT_ASSOC] 'Slurry from the final effect is spun to remove moisture', the pointer activity_process_register.csv carries for this process. Pusher-centrifuge drives are shaft work; electricity vector only",medium
Mineral Production - Brine,default,drying_grading,DRY,heat_100_150,3,1.00,,,fallback,"The repo's own option note gives 'Heat pump drying air supply for 100-150C dryer duty' (process_decarbonisation_options.csv, Mineral Production - Brine / drying_grading / htp_heat_pump_100_150); its provenance there is recorded as 'engineering judgement', so no published source supports the figure. [REF_PBL21] describes the vacuum-salt drying step but gives no dryer temperature | Both vectors serve the same drying duty, so no split is needed",low
Mineral Production - Brine,default,site_services,MOT,motive_power,,0.75,,,fallback,"No published duty split was found for this process. The share is the process's own vector shares in activity_process_energy_profile.csv renormalised across the vectors it draws, which assumes the activity's vector totals are equal. That assumption is a structural placeholder, not evidence - see DONE_duty_b.md Q1",low
Mineral Production - Brine,default,site_services,SPC,heat_60_100,2,0.25,,,fallback,"[CIBSEJ_RETURN] 'design for the peak with a flow return temperature of 82/71C does not suffice' (opening paragraph) and 'stored DHW needs to be at 60C to prevent legionella' (panel 'How bypasses can increase return temperatures'); [REF_DESNZ_ELEC] Table 3 p20 places Space Heating in the <100C band | No published duty split was found for this process. The share is the process's own vector shares in activity_process_energy_profile.csv renormalised across the vectors it draws, which assumes the activity's vector totals are equal. That assumption is a structural placeholder, not evidence - see DONE_duty_b.md Q1",low
Mineral Production - Coal,default,coal_preparation,MOT,motive_power,,1.00,,,published_sec,"[DOE_BAND] US Mining Industry Energy Bandwidth Study, Exhibit 22 (equipment-level energy by mining operation) | [DOE_STONE] Table 9-2 p9-8 and Table 9-3 p9-9, the mining/processing energy split already used in activity_process_energy_profile.csv | Crushing, washing and grinding circuit drives",medium
Mineral Production - Coal,default,ventilation,MOT,motive_power,,1.00,,,published_sec,"[DOE_BAND] US Mining Industry Energy Bandwidth Study, Exhibit 22 (equipment-level energy by mining operation) | [DOE_STONE] Table 9-2 p9-8 and Table 9-3 p9-9, the mining/processing energy split already used in activity_process_energy_profile.csv | Main and auxiliary mine fans",medium
Mineral Production - Coal,default,materials_handling_conveyors,MOT,motive_power,,1.00,,,published_sec,"[DOE_BAND] US Mining Industry Energy Bandwidth Study, Exhibit 22 (equipment-level energy by mining operation) | [DOE_STONE] Table 9-2 p9-8 and Table 9-3 p9-9, the mining/processing energy split already used in activity_process_energy_profile.csv | Conveyors and stackers",medium
Mineral Production - Coal,default,crushing,MOT,motive_power,,1.00,,,published_sec,"[DOE_BAND] US Mining Industry Energy Bandwidth Study, Exhibit 22 (equipment-level energy by mining operation) | [DOE_STONE] Table 9-2 p9-8 and Table 9-3 p9-9, the mining/processing energy split already used in activity_process_energy_profile.csv | Primary crushing and sizing drives",medium
Mineral Production - Coal,default,haulage_mobile_plant,MOT,motive_power,,1.00,,,published_sec,"[DOE_BAND] US Mining Industry Energy Bandwidth Study, Exhibit 22 (equipment-level energy by mining operation) | [DOE_STONE] Table 9-2 p9-8 and Table 9-3 p9-9, the mining/processing energy split already used in activity_process_energy_profile.csv | Diesel haul trucks - mobile plant fuel is in scope per the 2026-08-24 scoping decision recorded in README_activity_process_tables.md",medium
Mineral Production - Coal,default,digging_loading,MOT,motive_power,,1.00,,,published_sec,"[DOE_BAND] US Mining Industry Energy Bandwidth Study, Exhibit 22 (equipment-level energy by mining operation) | [DOE_STONE] Table 9-2 p9-8 and Table 9-3 p9-9, the mining/processing energy split already used in activity_process_energy_profile.csv | Diesel shovels and loaders",medium
Mineral Production - Coal,default,drilling,MOT,motive_power,,1.00,,,published_sec,"[DOE_BAND] US Mining Industry Energy Bandwidth Study, Exhibit 22 (equipment-level energy by mining operation) | [DOE_STONE] Table 9-2 p9-8 and Table 9-3 p9-9, the mining/processing energy split already used in activity_process_energy_profile.csv | Diesel percussion drills",medium
